Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number,Mileage,VIN number
Toyota Tacoma Regular Cab 2006 Silver,"₦ 8,000,000,",₦ 8 M ~ 8.59 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/114981913_NjIwLTQ2NS1jNWZkZjNhMTg5.webp,https://pictures-nigeria.jijistatic.com/114981913_MTExLTgzLWM1ZmRmM2ExODk.webp | https://pictures-nigeria.jijistatic.com/114981896_MTExLTgzLTExMzViZTU1NzE.webp | https://pictures-nigeria.jijistatic.com/114981907_MTExLTgzLWNhZjhkODlhODA.webp | https://pictures-nigeria.jijistatic.com/114981912_MTExLTgzLTg0YWI1OTdlYTk.webp | https://pictures-nigeria.jijistatic.com/114981914_MTExLTgzLWQzNzkzMmQxYmE.webp,Automatic,120500 km,,Foreign Used,,Damirhodes,https://jiji.ng/ojodu/cars/toyota-tacoma-regular-cab-2006-silver-uK42gDpnQCrworlBLoiM91Vd.html,No faults,Toyota,Tacoma,2006,Silver,,Regular Cab,Pickup,All Wheel,2700           cc,4,161           hp,3,,,,
Lexus GX 460 Luxury 2018 Gray,"₦ 36,600,000",₦ 35.27 M ~ 36.5 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/111388841_NjIwLTQ2NS00ZjU3NGZjZGEw.webp,https://pictures-nigeria.jijistatic.com/111388841_MTExLTgzLTRmNTc0ZmNkYTA.webp | https://pictures-nigeria.jijistatic.com/111388833_MTExLTgzLTdiYjNmNGJmYWY.webp | https://pictures-nigeria.jijistatic.com/111388842_MTExLTgzLWMxZDM2NWJiYzE.webp | https://pictures-nigeria.jijistatic.com/111388834_MTExLTgzLTY0MjEzYmE1OTA.webp | https://pictures-nigeria.jijistatic.com/111388760_MTExLTgzLTA5NTRjNTI2NTQ.webp,Automatic,21854 km,Petrol,Foreign Used,Air Conditioning | CD Player | AM/FM Radio | Alloy Wheels | Airbags | Anti-Lock Brakes | Blind Spot Monitor | Armrests | Bullbar | CarPlay | Cup Holders | Electric Mirrors | Front Fog Lamps | Electric Windows | Leather Seats | Parking Sensors | Roof Rack | Sidesteps | Spotlight | Traction Control | Sunroof | Winch | Xenon Lights,J and D Motors,https://jiji.ng/apapa/cars/lexus-gx-460-luxury-2018-gray-3Dclp0BXaNysaQ6T43k1d9cD.html,No faults,Lexus,GX,2018,Gray,No,460 Luxury,SUV,4x4,4600           cc,8,301           hp,7,Yes,,,
Ford Ecosport 2015 Black,"₦ 3,500,000",,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/116808877_NjIwLTgyNy1lYzNkMzU3ZGYw.webp,https://pictures-nigeria.jijistatic.com/116808877_MTExLTE0OC1lYzNkMzU3ZGYw.webp | https://pictures-nigeria.jijistatic.com/116808871_MTExLTE0OC1hNzFlMTg2Y2Ri.webp | https://pictures-nigeria.jijistatic.com/116808872_MTExLTE0OC1lNDRmMTg1NWIz.webp | https://pictures-nigeria.jijistatic.com/116808873_MTExLTE5Ny1hZDNmOWNhZDU3.webp | https://pictures-nigeria.jijistatic.com/116808874_MTExLTE0OC02ZmMwNTZlMWRi.webp,Automatic,60000 km,,Nigerian Used,,David Vidal,https://jiji.ng/ibadan/cars/ford-ecosport-2015-black-z7adCtTBi5nCdRaN7R09SxWz.html,"First owner, First registration, Unpainted",Ford,Ecosport,2015,Black,Yes,,,,,,,,No,,,
Toyota Avalon 2014 Burgandy,"₦ 7,200,000,",₦ 6.93 M ~ 7.3 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117196490_NjIwLTgyNy1iYjNmZjQ3ZDJj.webp,https://pictures-nigeria.jijistatic.com/117196490_MTExLTE0OC1iYjNmZjQ3ZDJj.webp | https://pictures-nigeria.jijistatic.com/117196391_MTExLTE0OC02NmJkYjc0Zjli.webp | https://pictures-nigeria.jijistatic.com/117196398_MTExLTE0OC0wZmU2OWY4YWM2.webp | https://pictures-nigeria.jijistatic.com/117196434_MTExLTE0OC1mMmJkN2EyNDRj.webp | https://pictures-nigeria.jijistatic.com/117196486_MTExLTgzLTYzZGE1OTljZWI.webp,Automatic,88905 km,Petrol,Nigerian Used,Airbags | Alloy Wheels | CD Player | AM/FM Radio | Air Conditioning,Raji Carz,https://jiji.ng/ikeja/cars/toyota-avalon-2014-burgandy-7YUNJKdwgd6X4yMHpWXokeK.html,"No faults, Unpainted, Original parts",Toyota,Avalon,2014,Burgandy,Yes,XLE 4dr Sedan (3.5L 6cyl 6A),Sedan,Front Wheel,3500           cc,6,268           hp,5,No,,,
Mercedes-Benz GLA 250 2015 White,"₦ 15,800,000",₦ 15.5 M ~ 15.82 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/114609664_NjIwLTQ2NS0xNzFlZjk1ODE5.webp,https://pictures-nigeria.jijistatic.com/114609664_MTExLTgzLTE3MWVmOTU4MTk.webp | https://pictures-nigeria.jijistatic.com/114621502_MTExLTE0OC01NzQ4ZDdkODYy.webp | https://pictures-nigeria.jijistatic.com/114609654_MTExLTgzLThhMzM4NDc5OTg.webp | https://pictures-nigeria.jijistatic.com/114609656_MTExLTgzLWI5NGRlMjkyNjk.webp | https://pictures-nigeria.jijistatic.com/114621504_MTExLTE0OC1mZDhkNTlhMzJk.webp,Automatic,,,Foreign Used,,A&b Empire Autos,https://jiji.ng/ajah/cars/mercedes-benz-gla-250-2015-white-sGUG4L9ZyURxmNbszdJvLUWH.html,No faults,Mercedes-Benz,GLA 250,2015,White,No,,,,,,,,,,,
Toyota Highlander Limited 2008 Silver,"₦ 4,500,000,",₦ 5.64 M ~ 5.95 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/115028353_NjIwLTgyNy1kMGFkN2M2NmQw.webp,https://pictures-nigeria.jijistatic.com/115028353_MTExLTE0OC1kMGFkN2M2NmQw.webp | https://pictures-nigeria.jijistatic.com/115028356_MTExLTE0OC05OTk5MDg2YTVj.webp | https://pictures-nigeria.jijistatic.com/115028429_MTExLTE0OC01Y2M0OWVkZTBj.webp | https://pictures-nigeria.jijistatic.com/115028428_MTExLTgzLTIxOTg1NjY4MTA.webp | https://pictures-nigeria.jijistatic.com/115028450_MTExLTgzLWFlMThlNGRjZjM.webp,Automatic,,Petrol,Nigerian Used,Alloy Wheels | Airbags | CD Player | Air Conditioning | AM/FM Radio,Samuel Uzah,https://jiji.ng/port-harcourt/cars/toyota-highlander-limited-2008-silver-n3G2XRx8WQCSv9IsQ8Sxd3F4.html,No faults,Toyota,Highlander,2008,Silver,Yes,Limited,SUV,Front Wheel,3500           cc,6,275           hp,7,No,,,
Hyundai Ix35 2013 Blue,"₦ 3,300,000,",₦ 3.6 M ~ 3.72 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117176212_NjIwLTQ2NS1hMDA1MWFmOThm.webp,https://pictures-nigeria.jijistatic.com/117176212_MTExLTgzLWEwMDUxYWY5OGY.webp | https://pictures-nigeria.jijistatic.com/117176208_MTExLTgzLWIxODQ3NjIyMWY.webp | https://pictures-nigeria.jijistatic.com/117176209_MTExLTgzLTQ2MTBjNDM4ZGI.webp | https://pictures-nigeria.jijistatic.com/117176218_MTExLTgzLTNmMDEzYzc5ZDk.webp | https://pictures-nigeria.jijistatic.com/117176223_MTExLTE0OC05MDhhMTAyMDAx.webp,Automatic,,,Nigerian Used,AM/FM Radio | Armrests | Alloy Wheels | Anti-Lock Brakes | CarPlay | Air Conditioning | Android Auto | CD Player,mercy autos,https://jiji.ng/ikeja/cars/hyundai-ix35-2013-blue-k75dSSL6UYbX4LHHM6jIoRsC.html,No faults,Hyundai,Ix35,2013,Blue,,,,,,,,,Yes,,,
Lexus RX 350 4x4 2007 Silver,"₦ 6,000,000,",₦ 6.78 M ~ 7.22 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/117335841_NjIwLTI4Ni1mOGFmOGU3OGIx.webp,https://pictures-nigeria.jijistatic.com/117335841_MTExLTUxLWY4YWY4ZTc4YjE.webp | https://pictures-nigeria.jijistatic.com/117325006_MTExLTI0MC1kOWY4NTU4MDI4.webp | https://pictures-nigeria.jijistatic.com/117325002_MTExLTI0MC00Mjk3Yjg3ODA2.webp | https://pictures-nigeria.jijistatic.com/117325001_MTExLTI0MC00NzNhN2YwMzhi.webp | https://pictures-nigeria.jijistatic.com/117325000_MTExLTUxLWE0M2RhN2IwMzI.webp,Automatic,,Petrol,Foreign Used,,Emeke Motor,https://jiji.ng/isolo/cars/lexus-rx-350-4x4-2007-silver-xC5xvnUXc1VyhBNKLFiI9deP.html,No faults,Lexus,RX,2007,Silver,No,350 4x4,SUV,All Wheel,3500           cc,6,276           hp,5,,,,
New Toyota HiAce 2022 White,"₦ 55,000,000",,"Abuja, Wuse 2",https://pictures-nigeria.jijistatic.com/109236307_NjIwLTQ2My01Y2RkNDA4NGNl.webp,https://pictures-nigeria.jijistatic.com/109236307_MTExLTgzLTVjZGQ0MDg0Y2U.webp | https://pictures-nigeria.jijistatic.com/109236270_MTExLTg2LWU1YzVlZjZjMDA.webp | https://pictures-nigeria.jijistatic.com/109236262_MTExLTc5LWM0OWM5M2MyNjA.webp | https://pictures-nigeria.jijistatic.com/109236315_MTExLTgzLWI2ZWM3ZmZiMmM.webp | https://pictures-nigeria.jijistatic.com/109236305_MTExLTgzLTJhODhhYzVhMTQ.webp,Automatic,2 km,,Brand New,,URCH AUTOS LIMITED,https://jiji.ng/wuse-ii/cars/new-toyota-hiace-2022-white-dkzCxrmDgEUYgvhMVHURkA6H.html,No faults,Toyota,HiAce,2022,White,No,,,,,,,,,,,
Toyota Highlander Limited 2012 Silver,"₦ 6,200,000,",₦ 6.8 M ~ 7.5 M,"Lagos, Ikotun/Igando",https://pictures-nigeria.jijistatic.com/116594081_NjIwLTgyNy0yZTU1Yjg5MDQ3.webp,https://pictures-nigeria.jijistatic.com/116594081_MTExLTE0OC0yZTU1Yjg5MDQ3.webp | https://pictures-nigeria.jijistatic.com/116594074_MTExLTE0OC02ZDFlMjE5ZTBk.webp | https://pictures-nigeria.jijistatic.com/116594087_MTExLTE0OC05ZmZmODA4OGU0.webp | https://pictures-nigeria.jijistatic.com/116594078_MTExLTE0OC1hZjE3NTkyNWQ4.webp | https://pictures-nigeria.jijistatic.com/116594079_MTExLTE0OC0yNTQyYzA5N2Vh.webp,Automatic,,Petrol,Nigerian Used,,delight auto,https://jiji.ng/igando-ikotun/cars/toyota-highlander-limited-2012-silver-zbO4ipQ8F2yrBxYRRYrPL2H8.html,"Original parts, No faults",Toyota,Highlander,2012,Silver,Yes,Limited,SUV,Front Wheel,3500           cc,6,274           hp,5,,,,
Toyota RAV4 3.5 Limited 2010 Gray,"₦ 6,500,000",₦ 6.55 M ~ 6.92 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/87569448_NjIwLTQ2NS00MzAyZjAxMjMy.webp,https://pictures-nigeria.jijistatic.com/87569448_MTExLTgzLTQzMDJmMDEyMzI.webp | https://pictures-nigeria.jijistatic.com/87569447_MTExLTgzLWNhM2RhYmI2ZDc.webp | https://pictures-nigeria.jijistatic.com/87569440_MTExLTgzLWU3ZmI4MDhmYjY.webp | https://pictures-nigeria.jijistatic.com/87569446_MTExLTgzLTkzYWIyZjhhNWE.webp | https://pictures-nigeria.jijistatic.com/87569456_MTExLTgzLTM0NGVjYmE1MmY.webp,Automatic,,Petrol,Foreign Used,,Delight Autos,https://jiji.ng/apapa/cars/toyota-rav4-3-5-limited-2010-gray-iq2gI0IeFnGpzifsLwNXmJ2M.html,"Original parts, No faults, Unpainted",Toyota,RAV4,2010,Gray,No,3.5 Limited,SUV,Front Wheel,3500           cc,6,,5,,,,
Mercedes-Benz C300 2016 Blue,"₦ 11,800,000",₦ 13.96 M ~ 15.72 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/111042098_NjIwLTQ2NS04OTUyZDU5ZjEw.webp,https://pictures-nigeria.jijistatic.com/111042098_MTExLTgzLTg5NTJkNTlmMTA.webp | https://pictures-nigeria.jijistatic.com/111042102_MTExLTgzLTI1ZWY4ZGUyYzQ.webp | https://pictures-nigeria.jijistatic.com/111042103_MTExLTgzLWNkZDUzNmIwMTk.webp | https://pictures-nigeria.jijistatic.com/111042148_MTExLTgzLTM3MDNkNWU4MGI.webp | https://pictures-nigeria.jijistatic.com/111042154_MTExLTgzLTRmYTZkYTFjOWY.webp,Automatic,,Petrol,Foreign Used,,Ajah Luxury,https://jiji.ng/ajah/cars/mercedes-benz-c300-2016-blue-5qrhOT6l4iZ707cEgqiv6vgf.html,No faults,Mercedes-Benz,C300,2016,Blue,No,Base 4Matic Sedan AWD (2.0L 4cyl 7A),Sedan,All Wheel,2000           cc,4,241           hp,5,,,,
Toyota Highlander Limited 2010 Gray,"₦ 7,500,000,",₦ 5.99 M ~ 6.4 M,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/116861600_NjIwLTgzMy1mZmY5YWVmODhi.webp,https://pictures-nigeria.jijistatic.com/116861600_MTExLTE0OS1mZmY5YWVmODhi.webp | https://pictures-nigeria.jijistatic.com/116861601_MTExLTE0NS1mNWEzYjAxMzY4.webp | https://pictures-nigeria.jijistatic.com/116861604_MTExLTE1My0wNjRmZDIxZDIz.webp | https://pictures-nigeria.jijistatic.com/116861605_MTExLTE0NS01YjgxYjI5ODZi.webp | https://pictures-nigeria.jijistatic.com/116861606_MTExLTE0Ny1kYjIzMjI2NzNk.webp,Automatic,83000 km,Petrol,Nigerian Used,,Steve Kpah,https://jiji.ng/owerri-municipal/cars/toyota-highlander-limited-2010-gray-nFQC00PiYl2qnhaVuFwMldym.html,No faults,Toyota,Highlander,2010,Gray,Yes,Limited,SUV,Front Wheel,3500           cc,6,274           hp,7,No,,,
Toyota 4-Runner Sport Edition V6 4x4 2005 Gray,"₦ 3,800,000,",,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/117152639_NjIwLTgyOS1kN2E4ZGNjMTJj.webp,https://pictures-nigeria.jijistatic.com/117152639_MTExLTE0OC1kN2E4ZGNjMTJj.webp | https://pictures-nigeria.jijistatic.com/117152640_MTExLTE0OC1lOWZmMzhjYTZj.webp | https://pictures-nigeria.jijistatic.com/117152644_MTExLTE0OC04NGI1NjI3Njlm.webp | https://pictures-nigeria.jijistatic.com/117152649_MTExLTE0OC0wZTQxNzYyY2Vk.webp | https://pictures-nigeria.jijistatic.com/117152655_MTExLTE0OC03NWZiNWY0YzM2.webp,Automatic,,Petrol,Nigerian Used,Cruise Control | CD Player | Electric Windows | CarPlay | Traction Control | Sunroof | Armrests | Roof Rack | Cup Holders | Anti-Lock Brakes | Air Conditioning | Alloy Wheels | Electric Mirrors | AM/FM Radio | Sidesteps | Airbags | Front Fog Lamps,Precious Madise,https://jiji.ng/alimosho/cars/toyota-4-runner-sport-edition-v6-4x4-2005-gray-g176VbdZXxesRJs9MU7C3I2b.html,"First owner, Need repainting, First registration",Toyota,4-Runner,2005,Gray,Yes,Sport Edition V6 4x4,SUV,All Wheel,3900           cc,6,245           hp,5,,,,
Toyota Sienna Limited AWD 7-Passenger 2013 Blue,"₦ 11,800,000,",₦ 10 M ~ 11.35 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/114641374_NjIwLTEzNzgtNDc1NDkxZWFmMg.webp,https://pictures-nigeria.jijistatic.com/114641374_MTExLTI0Ny00NzU0OTFlYWYy.webp | https://pictures-nigeria.jijistatic.com/114641376_MTExLTI0Ny01Y2QwNzFhOWEx.webp | https://pictures-nigeria.jijistatic.com/114641378_MTExLTI0Ny01NDNhYzJhMzky.webp | https://pictures-nigeria.jijistatic.com/114641379_MTExLTUwLTIzZjg1OThlYTk.webp | https://pictures-nigeria.jijistatic.com/114641377_MTExLTUwLTE5OGNmNzY5Y2I.webp,Automatic,106000 km,Petrol,Foreign Used,Air Conditioning | Sunroof | Cup Holders | AM/FM Radio | CD Player | Anti-Lock Brakes | Android Auto | Leather Seats | Front Fog Lamps | Parking Sensors | Air Conditioning | Electric Mirrors | Roof Rack | Cruise Control | Alloy Wheels | Alloy Wheels | CD Player | Airbags | Airbags | AM/FM Radio | Electric Windows,Emilink Autos,https://jiji.ng/ajah/cars/toyota-sienna-limited-awd-7-passenger-2013-blue-zSzViBRdB80YoMsKYBrsYWew.html,No faults,Toyota,Sienna,2013,Blue,No,Limited AWD 7-Passenger,Minivan,All Wheel,3500           cc,6,266           hp,7,No,,,
Volkswagen Golf 1.8 T GTI 2002 Silver,"₦ 1,300,000",,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/117185203_NjIwLTgyNy1hNzJiZDBlZjJh.webp,https://pictures-nigeria.jijistatic.com/117185203_MTExLTE0OC1hNzJiZDBlZjJh.webp | https://pictures-nigeria.jijistatic.com/117185167_MTExLTE0OC1jYTg3ZTFlNjBm.webp | https://pictures-nigeria.jijistatic.com/117185172_MTExLTE0OC1kY2YyNjdjNzZj.webp | https://pictures-nigeria.jijistatic.com/117185191_MTExLTE0OC1iOWU5MjgzYTk5.webp | https://pictures-nigeria.jijistatic.com/117185198_MTExLTgzLTYwYmMyMmEyNjE.webp,Automatic,,Petrol,Nigerian Used,AM/FM Radio | Armrests | CD Player,zinny,https://jiji.ng/akure-south/cars/volkswagen-golf-1-8-t-gti-2002-silver-jPwRHMwa06gYDqcqkjKnbGyb.html,No faults,Volkswagen,Golf,2002,Silver,Yes,1.8 T GTI,Hatchback,Front Wheel,1800           cc,4,183           hp,5,No,,,
Ford Explorer 2013 Black,"₦ 7,000,000",₦ 8.88 M ~ 10.23 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/99491664_NjIwLTgyNy03NjczZmZjMGJi.webp,https://pictures-nigeria.jijistatic.com/99491664_MTExLTE0OC03NjczZmZjMGJi.webp | https://pictures-nigeria.jijistatic.com/99491659_MTExLTE0OC1lZGYzNGNjNzMy.webp | https://pictures-nigeria.jijistatic.com/99491662_MTExLTE0OC0wMjI0NTc0Yzgy.webp | https://pictures-nigeria.jijistatic.com/99491663_MTExLTE0OC0xMTk5Yzk0Mzk4.webp | https://pictures-nigeria.jijistatic.com/99491665_MTExLTgzLTExN2NkYjg2OTg.webp,Automatic,,Petrol,Foreign Used,,Ngozi Nwachukwu,https://jiji.ng/surulere/cars/ford-explorer-2013-black-z5lm8Awzk75U5ko6IJBCy8Ou.html,No faults,Ford,Explorer,2013,Black,No,Base 4dr FWD (3.5L 6cyl 6A),SUV,Front Wheel,3500           cc,6,290           hp,,No,,,
Toyota RAV4 Limited 2011 Black,"₦ 7,000,000",₦ 6.91 M ~ 7.18 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/113462096_NjIwLTQ2NC1kNWQwMWY4ZWI2.webp,https://pictures-nigeria.jijistatic.com/113462096_MTExLTgzLWQ1ZDAxZjhlYjY.webp | https://pictures-nigeria.jijistatic.com/113462093_MTExLTgzLWY3YmQyNTNmMzc.webp | https://pictures-nigeria.jijistatic.com/113462092_MTExLTgzLWQzNDZmMjY5OGU.webp | https://pictures-nigeria.jijistatic.com/113462097_MTExLTgzLWVlZWZjMGM0OGE.webp | https://pictures-nigeria.jijistatic.com/113462094_MTExLTgzLTQzMjlkYWNiNjY.webp,Automatic,,Petrol,Foreign Used,,ifykellyautos/Multiservices,https://jiji.ng/kubwa/cars/toyota-rav4-limited-2011-black-fxofxLB7EogpCsEZlqM4GsUd.html,No faults,Toyota,RAV4,2011,Black,No,Limited,SUV,Front Wheel,2500           cc,4,,5,,,,
New Lexus GX 2022 Black,"₦ 95,000,000",₦ 89.1 M ~ 93.25 M,"Lagos, Victoria Island",https://pictures-nigeria.jijistatic.com/94479080_NjIwLTQ2NS1hOWNjNWJjMDIyLTE.webp,https://pictures-nigeria.jijistatic.com/94479080_MTExLTgzLWE5Y2M1YmMwMjItMQ.webp | https://pictures-nigeria.jijistatic.com/94479096_MTExLTgzLTI3M2I5YTM2OWMtMQ.webp | https://pictures-nigeria.jijistatic.com/94479108_MTExLTgzLWM0ZmUwYjNhMDYtMQ.webp | https://pictures-nigeria.jijistatic.com/94479128_MTExLTgzLWRjMWUwODQ0ZGUtMQ.webp | https://pictures-nigeria.jijistatic.com/94479138_MTExLTgzLTFiZjJiZjE2YjEtMQ.webp,Automatic,75 km,,Brand New,,The Petrol Locker,https://jiji.ng/victoria-island/cars/new-lexus-gx-2022-black-whWsQgGUMU2Y6JX7sKk7KDj0.html,No faults,Lexus,GX,2022,Black,,,,,,,,,,,,
Toyota Highlander Limited V6 4x4 2006 Brown,"₦ 2,800,000,",₦ 5.5 M ~ 5.76 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/114723962_NjIwLTgyNy0xOTU0Y2FkMzc1.webp,https://pictures-nigeria.jijistatic.com/114723962_MTExLTE0OC0xOTU0Y2FkMzc1.webp | https://pictures-nigeria.jijistatic.com/114723961_MTExLTE0OC00YjRjYzdiNzQz.webp | https://pictures-nigeria.jijistatic.com/114723963_MTExLTE0OC1hMzJkZDZjYjMx.webp | https://pictures-nigeria.jijistatic.com/114723966_MTExLTE0OC1kNDM2NDQ4NWQx.webp | https://pictures-nigeria.jijistatic.com/114723964_MTExLTE0OC01M2UwNTcxZmZl.webp,Automatic,100000 km,Petrol,Foreign Used,Air Conditioning | Alloy Wheels | Airbags | CD Player | AM/FM Radio | Android Auto,Emmanuel Ibe,https://jiji.ng/port-harcourt/cars/toyota-highlander-limited-v6-4x4-2006-brown-kuOJHFiIrY1co9e01lUH3ELB.html,First owner,Toyota,Highlander,2006,Brown,Yes,Limited V6 4x4,SUV,All Wheel,3300           cc,6,218           hp,7,,,,
Toyota Camry 2017 Black,"₦ 9,500,000",₦ 9.5 M ~ 9.94 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/80277655_NjIwLTQ2NS03OGFkNTQ0NzIw.webp,https://pictures-nigeria.jijistatic.com/80277655_MTExLTgzLTc4YWQ1NDQ3MjA.webp | https://pictures-nigeria.jijistatic.com/80277663_MTExLTgzLWI1MGI1YTQ2NDY.webp | https://pictures-nigeria.jijistatic.com/80277666_MTExLTgzLTI1Y2QwYTRiMmU.webp | https://pictures-nigeria.jijistatic.com/80277669_MTExLTgzLTQzMjI5Mzc1YTQ.webp | https://pictures-nigeria.jijistatic.com/80277702_MTExLTgzLWNiM2FkNTU0YWM.webp,Automatic,,Petrol,Foreign Used,,Delight Autos,https://jiji.ng/apapa/cars/toyota-camry-2017-black-5YIEIORsmZacPiEggAOAQs2C.html,"Original parts, No faults, Unpainted",Toyota,Camry,2017,Black,No,SE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,5,,,,
Lexus IS 250 AWD Automatic 2010 Gray,"₦ 6,000,000,",₦ 5.8 M ~ 6 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/116437069_NjIwLTQ2NS0yODY3MjBlOGJl.webp,https://pictures-nigeria.jijistatic.com/116437069_MTExLTgzLTI4NjcyMGU4YmU.webp | https://pictures-nigeria.jijistatic.com/116437071_MTExLTgzLWY4YmRjMTFiN2Y.webp | https://pictures-nigeria.jijistatic.com/116437810_MTExLTgzLTgyYmEzNDYwZjM.webp | https://pictures-nigeria.jijistatic.com/116437807_MTExLTgzLThkYjU0MmU1MmY.webp | https://pictures-nigeria.jijistatic.com/116440939_MTExLTgzLWFlMDc0ZTE3NjY.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Air Conditioning | Airbags | Alloy Wheels | AM/FM Radio | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | CD Player | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights,Opeyemi’s Autos,https://jiji.ng/surulere/cars/lexus-is-250-awd-automatic-2010-gray-1zONdZWPurXKsk1TsRYrw9vZ.html,No faults,Lexus,IS,2010,Gray,No,250 AWD Automatic,Sedan,All Wheel,2500           cc,6,207           hp,5,Yes,,,
Mercedes-Benz CLC 2016 Blue,"₦ 23,999,999,",,"Lagos, Gbagada",https://pictures-nigeria.jijistatic.com/116056134_NjIwLTQ2MC1mY2MzMmM5NjcyLTE.webp,https://pictures-nigeria.jijistatic.com/116056134_MTExLTgyLWZjYzMyYzk2NzItMQ.webp | https://pictures-nigeria.jijistatic.com/116056136_MTExLTgzLTY3MDAwMTlkYmEtMQ.webp | https://pictures-nigeria.jijistatic.com/116056143_MTExLTgzLWYyODVmNTBkZDYtMQ.webp | https://pictures-nigeria.jijistatic.com/116056864_MTExLTgzLWIxMGYyN2YxODItMQ.webp | https://pictures-nigeria.jijistatic.com/116057086_MTExLTgzLTJiMzg3NjU1OWItMQ.webp,Automatic,,,Foreign Used,,D-Zee Automobile,https://jiji.ng/gbagada/cars/mercedes-benz-clc-2016-blue-is0uD6gXp2hD1rDomOzN7RD0.html,No faults,Mercedes-Benz,CLC,2016,Blue,No,,,,,,,,No,,,
Lexus RX 350 AWD 2008 Black,"₦ 7,000,000",₦ 7.18 M ~ 7.5 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/100647860_NjIwLTQ2NS0wMmRlMjg5MzNi.webp,https://pictures-nigeria.jijistatic.com/100647860_MTExLTgzLTAyZGUyODkzM2I.webp | https://pictures-nigeria.jijistatic.com/100629490_MTExLTE0OC02MTliZjY2YmEy.webp | https://pictures-nigeria.jijistatic.com/100629493_MTExLTE0OC1kNGI1YjFkMTAz.webp | https://pictures-nigeria.jijistatic.com/100629488_MTExLTgzLTY3ZjdlMjZkMDA.webp | https://pictures-nigeria.jijistatic.com/100629494_MTExLTE0OC02MGY2NDZmYzdj.webp,Automatic,,Petrol,Foreign Used,,PETTS AUTO WHEELZ,https://jiji.ng/isolo/cars/lexus-rx-350-awd-2008-black-akOtp8oLHhuOazo5eZppbK4b.html,No faults,Lexus,RX,2008,Black,No,350 AWD,SUV,All Wheel,3400           cc,6,274           hp,5,No,,,
Toyota Corolla 2004 Green,"₦ 2,400,000",₦ 2.25 M ~ 2.4 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/112607034_NjIwLTI3Mi02MzBjYjMyNzkx.webp,https://pictures-nigeria.jijistatic.com/112607034_MTExLTQ5LTYzMGNiMzI3OTE.webp | https://pictures-nigeria.jijistatic.com/112607035_MTExLTQ5LTMyN2VhYjFjZjE.webp | https://pictures-nigeria.jijistatic.com/112607031_MTExLTQ5LTNiOGYyNzI5YmU.webp | https://pictures-nigeria.jijistatic.com/112607030_MTExLTQ5LWUyMGY5ODYwZDQ.webp | https://pictures-nigeria.jijistatic.com/112607028_MTExLTI1My02NTU1NGUxZDcx.webp,Automatic,111000 km,,Nigerian Used,,Aliyu Nuhu,https://jiji.ng/gwarinpa/cars/toyota-corolla-2004-green-dR6egTOh7IZj4XHvD28Azmcp.html,No faults,Toyota,Corolla,2004,Green,,,,,,,,,,,,
