Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,VIN number,Mileage
Ford F-150 2006 SuperCab 4x4 Gray,"₦ 6,100,000",₦ 5.24 M ~ 5.97 M,"Lagos, Ojo",https://pictures-nigeria.jijistatic.com/83163332_NjIwLTQ2NS1hYTMzZGJjYzEz.webp,https://pictures-nigeria.jijistatic.com/83163332_MTExLTgzLWFhMzNkYmNjMTM.webp | https://pictures-nigeria.jijistatic.com/83162940_MTExLTgzLTA1MmFiNjY2OWE.webp | https://pictures-nigeria.jijistatic.com/83162735_MTExLTgzLWM5ODg4MjU5MjI.webp | https://pictures-nigeria.jijistatic.com/83162659_MTExLTgzLWFlYjNkOGEwNWY.webp | https://pictures-nigeria.jijistatic.com/83162889_MTExLTgzLTcxY2E2MDc0NmI.webp,Automatic,,Petrol,Foreign Used,,Ajiboro Remi Emeka,https://jiji.ng/ojo/cars/ford-f-150-2006-supercab-4x4-gray-hOl4yXfmtISufDLqJD2nUnuE.html,No faults,Ford,F-150,2006,SuperCab 4x4,Pickup,All Wheel,5400           cc,8,304           hp,Gray,6,No,,,,
Lexus IS 2006 Gold,"₦ 3,550,000,",₦ 3.46 M ~ 3.54 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117361456_NjIwLTQ2NS1kZGEwMjQwNmMw.webp,https://pictures-nigeria.jijistatic.com/117361456_MTExLTgzLWRkYTAyNDA2YzA.webp | https://pictures-nigeria.jijistatic.com/117361455_MTExLTgzLTI1OWMzMjQzNDE.webp | https://pictures-nigeria.jijistatic.com/117361462_MTExLTgzLTg0ZTcwMWIzMzQ.webp | https://pictures-nigeria.jijistatic.com/117361461_MTExLTgzLTU2OWVjMWNhMzI.webp | https://pictures-nigeria.jijistatic.com/117361454_MTExLTgzLTMyZGZmOTk2YTU.webp,Automatic,,,Nigerian Used,,CHRISFECO INTERNATIONAL LTD,https://jiji.ng/ikeja/cars/lexus-is-2006-gold-gs6ICL885uU7vN0HtLTKio37.html,Original parts,Lexus,IS,2006,,,,,,,Gold,,Yes,,,,
Lexus ES 350 2011 Silver,"₦ 9,000,000,",₦ 6.8 M ~ 7 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/116579105_NjIwLTQ2NS03NTViMDE1MGU4.webp,https://pictures-nigeria.jijistatic.com/116579105_MTExLTgzLTc1NWIwMTUwZTg.webp | https://pictures-nigeria.jijistatic.com/116579100_MTExLTgzLTM5NDJjZDQzZDI.webp | https://pictures-nigeria.jijistatic.com/116579099_MTExLTgzLTdjYTljYmY1ZTQ.webp | https://pictures-nigeria.jijistatic.com/116579098_MTExLTgzLTI1ZDgxZDYwOTA.webp | https://pictures-nigeria.jijistatic.com/116579106_MTExLTgzLTIxM2FlOTg0NjE.webp,Automatic,49907 km,Petrol,Foreign Used,,Tenimu Realdwanullah,https://jiji.ng/gwarinpa/cars/lexus-es-350-2011-silver-2HJUHTOnFYRMNu46aBiAcYGj.html,No faults,Lexus,ES,2011,350,Sedan,Front,,6,,Silver,5,No,,,,
Toyota Camry 2015 Gold,"₦ 7,550,000",₦ 6.14 M ~ 6.71 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/117216177_NjIwLTUyMy0yYTZlNzc0NzEz.webp,https://pictures-nigeria.jijistatic.com/117216177_MTExLTk0LTJhNmU3NzQ3MTM.webp | https://pictures-nigeria.jijistatic.com/117216182_MTExLTEwNC05NTFmZDkzMDFk.webp | https://pictures-nigeria.jijistatic.com/117216175_MTExLTk5LTU3OWIwOGEzMDU.webp | https://pictures-nigeria.jijistatic.com/117216176_MTExLTkyLTZhNjljZWVjYjQ.webp | https://pictures-nigeria.jijistatic.com/117216180_MTExLTEwMC0wYjYzNGExNDFm.webp,Automatic,,Petrol,Nigerian Used,,Mudijay,https://jiji.ng/magodo/cars/toyota-camry-2015-gold-domSTFZv0f0Cs2vdEPuXvTRl.html,Original parts,Toyota,Camry,2015,LE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,Gold,5,Yes,,,,
Toyota Sienna Limited AWD 7-Passenger 2013 Gray,"₦ 9,200,000",₦ 10 M ~ 11.35 M,"Abuja, Gudu",https://pictures-nigeria.jijistatic.com/105420308_NjIwLTUxNi02ZGE4Mzk2MmQ0.webp,https://pictures-nigeria.jijistatic.com/105420308_MTExLTkyLTZkYTgzOTYyZDQ.webp | https://pictures-nigeria.jijistatic.com/105420306_MTExLTc0LTNjNmRhZDZiNDU.webp | https://pictures-nigeria.jijistatic.com/105420312_MTExLTc1LTE4Y2M1OTgxOGI.webp | https://pictures-nigeria.jijistatic.com/105420309_MTExLTg2LWQxYWYwYmY2MTU.webp | https://pictures-nigeria.jijistatic.com/105420310_MTExLTY5LTZmNGJlNTYzNjI.webp,Automatic,80114 km,Petrol,Foreign Used,,Madu Shakur Onyeze,https://jiji.ng/gudu/cars/toyota-sienna-limited-awd-7-passenger-2013-gray-vXcPHs2XUH2e2vyruWmxSKwm.html,"No faults, Unpainted, Original parts",Toyota,Sienna,2013,Limited AWD 7-Passenger,Minivan,All Wheel,3500           cc,6,266           hp,Gray,7,No,Yes,,,
Mercedes-Benz GLA 250 2015 Black,"₦ 14,800,000",₦ 15.5 M ~ 15.82 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/109572988_NjIwLTQ2NS1hODIxNjZlMTE2.webp,https://pictures-nigeria.jijistatic.com/109572988_MTExLTgzLWE4MjE2NmUxMTY.webp | https://pictures-nigeria.jijistatic.com/109572989_MTExLTgzLWExZTNjZGZiZmQ.webp | https://pictures-nigeria.jijistatic.com/109572999_MTExLTgzLThjMTNjNDRkNGI.webp | https://pictures-nigeria.jijistatic.com/109572990_MTExLTgzLTc0OGUyYmY2NmI.webp | https://pictures-nigeria.jijistatic.com/109572992_MTExLTgzLTUwMjk3OWNkNWU.webp,Automatic,,,Foreign Used,,Daddy Tee Motors,https://jiji.ng/ojodu/cars/mercedes-benz-gla-250-2015-black-cklxIVylIuTXDDqqxbCJIbJB.html,No faults,Mercedes-Benz,GLA 250,2015,,,,,,,Black,,No,Yes,,,
Toyota Avalon XLS 2007 Silver,"₦ 3,150,000,",₦ 2.28 M ~ 2.45 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/117340090_NjIwLTgyNy02YTI0ZDA3MDA3.webp,https://pictures-nigeria.jijistatic.com/117340090_MTExLTE0OC02YTI0ZDA3MDA3.webp | https://pictures-nigeria.jijistatic.com/117340062_MTExLTE0OC04ZThlNjQyY2Jl.webp | https://pictures-nigeria.jijistatic.com/117342577_MTExLTgzLWZiNzkxOTdiYWM.webp | https://pictures-nigeria.jijistatic.com/117342578_MTExLTgzLTU0ZjI3N2Q5YWE.webp | https://pictures-nigeria.jijistatic.com/117340086_MTExLTE0OC0yMjAzZTk4OTM0.webp,Automatic,,Petrol,Nigerian Used,Electric Windows | Anti-Lock Brakes | Cup Holders | Air Conditioning | Android Auto | Airbags | Electric Mirrors | Alloy Wheels | Cruise Control | AM/FM Radio | Traction Control | Armrests,DCT Industrial Ent.,https://jiji.ng/ogba/cars/toyota-avalon-xls-2007-silver-q4qVmrf7gQDB7sQ5vScUMWJj.html,"First owner, No faults, Unpainted",Toyota,Avalon,2007,XLS,Sedan,Front Wheel,3500           cc,6,268           hp,Silver,5,Yes,,,,
Lexus RX 2012 Silver,"₦ 10,800,000",₦ 11.5 M ~ 11.98 M,"Lagos, Ikorodu",https://pictures-nigeria.jijistatic.com/105263942_NjIwLTQ2NS04MWVmODhhODFk.webp,https://pictures-nigeria.jijistatic.com/105263942_MTExLTgzLTgxZWY4OGE4MWQ.webp | https://pictures-nigeria.jijistatic.com/105263945_MTExLTgzLTZmYWQ1YWU2MGY.webp | https://pictures-nigeria.jijistatic.com/105263946_MTExLTgzLTcwNDE4ZWEyNTg.webp | https://pictures-nigeria.jijistatic.com/105263947_MTExLTgzLTI3YzkyMTk1YWU.webp | https://pictures-nigeria.jijistatic.com/105263949_MTExLTgzLWMwYjJkYzdhNTA.webp,Automatic,,,Foreign Used,,CarFreak NG,https://jiji.ng/ikorodu/cars/lexus-rx-2012-silver-hM4b3XEDZGsOunIiPLS5klns.html,"No faults, Unpainted, Original parts",Lexus,RX,2012,,,,,,,Silver,,No,,,,
Mercedes-Benz C300 2010 Red,"₦ 3,750,000,",₦ 3.83 M ~ 4.2 M,"Enugu, Enugu / Enugu State",https://pictures-nigeria.jijistatic.com/117323730_NjIwLTgyNy05YzUwM2E3MWUx.webp,https://pictures-nigeria.jijistatic.com/117323730_MTExLTE0OC05YzUwM2E3MWUx.webp | https://pictures-nigeria.jijistatic.com/117323725_MTExLTgzLTgxYjRjNmVhOTA.webp | https://pictures-nigeria.jijistatic.com/117323723_MTExLTE0OC02MDM1MWQ1ZWE4.webp | https://pictures-nigeria.jijistatic.com/117323724_MTExLTgzLTBkNGQ4ZGQxNDQ.webp | https://pictures-nigeria.jijistatic.com/117323727_MTExLTE0OC1kZTRjZmZhMDk0.webp,Automatic,,Petrol,Nigerian Used,,The Monolith Cars,https://jiji.ng/enugu-north/cars/mercedes-benz-c300-2010-red-1j2pSZAkJEFxwOj2iAbyNlpQ.html,No faults,Mercedes-Benz,C300,2010,Sport Sedan RWD (3.0L 6cyl 6M),Sedan,Rear Wheel,3000           cc,6,228           hp,Red,5,,,,,
Lexus ES 350 2008 Blue,"₦ 3,000,000",,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/116261404_NjIwLTYyMC0yMzg0NjAzYWFk.webp,https://pictures-nigeria.jijistatic.com/116261404_MTExLTExMS0yMzg0NjAzYWFk.webp | https://pictures-nigeria.jijistatic.com/116298544_MTExLTExMS1lMDgzZWU1MTlk.webp | https://pictures-nigeria.jijistatic.com/116261401_MTExLTExMS02NmEzODQxYmFl.webp | https://pictures-nigeria.jijistatic.com/116261402_MTExLTExMS1jNGRjODU5MmNk.webp | https://pictures-nigeria.jijistatic.com/116261405_MTExLTExMS0wOWZiZGRmNzRj.webp,Automatic,101212 km,Petrol,Nigerian Used,CD Player | Airbags | AM/FM Radio | Air Conditioning,Ebube Okoye,https://jiji.ng/owerri-municipal/cars/lexus-es-350-2008-blue-ipQqgudJ1h8d9zzzXUx0z3t5.html,"Need repainting, Need body repair",Lexus,ES,2008,350,Sedan,Front,,6,,Blue,5,Yes,No,,,
Lexus RX 350 AWD 2013 Blue,"₦ 12,500,000",₦ 13.5 M ~ 13.9 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/100940456_NjIwLTQ2NS1mZTdkMTAwN2Ex.webp,https://pictures-nigeria.jijistatic.com/100940456_MTExLTgzLWZlN2QxMDA3YTE.webp | https://pictures-nigeria.jijistatic.com/100940458_MTExLTgzLTljZWJjNWVlZWY.webp | https://pictures-nigeria.jijistatic.com/100940471_MTExLTgzLTQ4MzEyMmI4NTQ.webp | https://pictures-nigeria.jijistatic.com/100940465_MTExLTgzLTkzMWJiNWVhMWI.webp | https://pictures-nigeria.jijistatic.com/100940463_MTExLTgzLWNkNjUyZTc4ODM.webp,Automatic,,Petrol,Foreign Used,,GRANT AUTO GROUP,https://jiji.ng/apapa/cars/lexus-rx-350-awd-2013-blue-aEesaKZvdn4du82XFHHejsvo.html,No faults,Lexus,RX,2013,350 AWD,SUV,All Wheel,3500           cc,6,270           hp,Blue,5,No,,,,
Buick Enclave 2008 Red,"₦ 3,500,000",,"Lagos, Abule Egba",https://i.ytimg.com/vi/FncC2O4fib8/maxresdefault.jpg,https://i.ytimg.com/vi/FncC2O4fib8/maxresdefault.jpg | https://pictures-nigeria.jijistatic.com/100952246_MTExLTgzLWZlYWUyMTdkMjQ.webp | https://pictures-nigeria.jijistatic.com/100952240_MTExLTgzLTQ0ZTdhMWJhMTg.webp | https://pictures-nigeria.jijistatic.com/100952232_MTExLTgzLTJhMGJjNjVmOTk.webp | https://pictures-nigeria.jijistatic.com/100952236_MTExLTgzLWFjOWIxYmNlYTY.webp,Automatic,,,Foreign Used,,Affordable Solution,https://jiji.ng/lagos-abule-egba/cars/buick-enclave-2008-red-p7jQTghgYK2G5kSnc4BrxOav.html,"Unpainted, No faults",Buick,Enclave,2008,,,,,,,Red,,,,,,
Toyota Corolla LE 2005 Red,"₦ 3,750,000,",₦ 3.6 M ~ 3.75 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/117336743_NjIwLTQ2NS0yOWQxZjQyMWYx.webp,https://pictures-nigeria.jijistatic.com/117336743_MTExLTgzLTI5ZDFmNDIxZjE.webp | https://pictures-nigeria.jijistatic.com/117336752_MTExLTgzLWFhZWZhN2UyY2U.webp | https://pictures-nigeria.jijistatic.com/117336760_MTExLTgzLWU1MGViNTk1NDU.webp | https://pictures-nigeria.jijistatic.com/117336709_MTExLTgzLTNjNWY0Mzg4MmM.webp | https://pictures-nigeria.jijistatic.com/117336728_MTExLTgzLTEzZTBhN2I5NTk.webp,Automatic,,Petrol,Foreign Used,,MAGNUEL GLOBAL LMD,https://jiji.ng/magodo/cars/toyota-corolla-le-2005-red-dZyLAWNHUKIEAFQ183RCleYw.html,"No faults, Original parts",Toyota,Corolla,2005,LE,Sedan,Front,1800           cc,4,132           hp,Red,5,,,,,
Mercedes-Benz G-Class G 500 2020 Black,"₦ 180,000,000",₦ 188.6 M ~ 200 M,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/102009266_NjIwLTQ2NS01MmJiZjZhYjdk.webp,https://pictures-nigeria.jijistatic.com/102009266_MTExLTgzLTUyYmJmNmFiN2Q.webp | https://pictures-nigeria.jijistatic.com/102009272_MTExLTgzLTFjNTM1OWRiMWU.webp | https://pictures-nigeria.jijistatic.com/102009275_MTExLTgzLTM0NjMwNTQ1ZGE.webp | https://pictures-nigeria.jijistatic.com/102009276_MTExLTgzLTJiNmI0MmYwZjA.webp | https://pictures-nigeria.jijistatic.com/102009281_MTExLTgzLWU3MThlMWFiYmQ.webp,Automatic,,Petrol,Foreign Used,,Henry Magege,https://jiji.ng/jabi/cars/mercedes-benz-g-class-g-500-2020-black-2Rg3rklBQlRvmu9c4MDN0048.html,No faults,Mercedes-Benz,G-Class,2020,G 500,SUV,All Wheel,4000           cc,8,421           hp,Black,5,No,No,,,
Lexus ES 2013 350 FWD Black,"₦ 8,500,000",₦ 11.2 M ~ 12 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/73137331_NjIwLTQ2NS02NjU4OWM5NTRh.webp,https://pictures-nigeria.jijistatic.com/73137331_MTExLTgzLTY2NTg5Yzk1NGE.webp | https://pictures-nigeria.jijistatic.com/73137335_MTExLTgzLWM0YmEzODE4ZWY.webp | https://pictures-nigeria.jijistatic.com/73137323_MTExLTgzLWQyNGE4NDM0ZDI.webp | https://pictures-nigeria.jijistatic.com/73137288_MTExLTgzLWM0MjQ1MmJmODc.webp | https://pictures-nigeria.jijistatic.com/73137300_MTExLTgzLTU0YjQyNTk5OTQ.webp,Automatic,102687 km,Petrol,Foreign Used,,SAINT JOHN GLOBAL LINK LIMITED,https://jiji.ng/ikoyi-obalende/cars/lexus-es-2013-350-fwd-black-11fCAvYJGwSoo0j8TO9JC6p4.html,No faults,Lexus,ES,2013,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,Black,5,No,,,,
Lexus GX 470 Sport Utility 2005 Gold,"₦ 7,700,000",₦ 7.8 M ~ 8.09 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/110815847_NjA3LTEwODAtOWNiZDU1ODRkMg.webp,https://pictures-nigeria.jijistatic.com/110815847_MTExLTE5Ny05Y2JkNTU4NGQy.webp | https://pictures-nigeria.jijistatic.com/110815843_MTExLTE5Ny02YmYyZmE3YjY0.webp | https://pictures-nigeria.jijistatic.com/110815844_MTExLTE5Ny04YTlmNDhlZTMw.webp | https://pictures-nigeria.jijistatic.com/110815845_MTExLTE5Ny1mYWU5MTkwYmZm.webp | https://pictures-nigeria.jijistatic.com/110815846_MTExLTE5Ny1hYzMyYTg3MGIw.webp,Automatic,132122 km,Petrol,Foreign Used,,Chuks Jeffwheel,https://jiji.ng/isolo/cars/lexus-gx-470-sport-utility-2005-gold-yneRn9hk20ButF2AUy74aQpR.html,No faults,Lexus,GX,2005,470 Sport Utility,SUV,All Wheel,4700           cc,8,274           hp,Gold,7,No,,,,
Toyota Camry 2012 Black,"₦ 7,500,000,",₦ 7.4 M ~ 7.5 M,"Lagos, Yaba",https://pictures-nigeria.jijistatic.com/117174751_NjIwLTQ1OC00ZjhlMjllYmJj.webp,https://pictures-nigeria.jijistatic.com/117174751_MTExLTgyLTRmOGUyOWViYmM.webp | https://pictures-nigeria.jijistatic.com/117174757_MTExLTgxLTUzYzVjMzNkOGI.webp | https://pictures-nigeria.jijistatic.com/117174760_MTExLTc5LWU5ZGYyZDc1OTg.webp | https://pictures-nigeria.jijistatic.com/117174761_MTExLTgyLTE4OTNjOWYxMmI.webp | https://pictures-nigeria.jijistatic.com/117174762_MTExLTgyLWUwMDQ5MDU3NDY.webp,Automatic,,Petrol,Foreign Used,,Offor Chris Mereze,https://jiji.ng/yaba/cars/toyota-camry-2012-black-13ddfM03BqYMLU8hWsLQR27N.html,No faults,Toyota,Camry,2012,XLE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,Black,5,No,,,,
Lexus RX 350 AWD 2017 Silver,"₦ 25,700,000",₦ 24.5 M ~ 26 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/110700668_NjIwLTYyNi1jZDBkZGNlZjFi.webp,https://pictures-nigeria.jijistatic.com/110700668_MTExLTExMi1jZDBkZGNlZjFi.webp | https://pictures-nigeria.jijistatic.com/110700388_MTExLTE0OC1hNmYwNzJlODRm.webp | https://pictures-nigeria.jijistatic.com/110700391_MTExLTE0OC01YWQxZjc2MzI5.webp | https://pictures-nigeria.jijistatic.com/110700390_MTExLTE0OC0xNTgzZGE4N2Q4.webp | https://pictures-nigeria.jijistatic.com/110700394_MTExLTE0OC02ZjAwMTY3MjU0.webp,Automatic,,Petrol,Foreign Used,,Peters Link Motors,https://jiji.ng/warri-south/cars/lexus-rx-350-awd-2017-silver-cDtgekJrls0ZOrDRzCVYsceh.html,No faults,Lexus,RX,2017,350 AWD,SUV,All Wheel,3500           cc,6,295           hp,Silver,5,No,,,,
Toyota Camry 2004 Gold,"₦ 1,850,000,",₦ 2 M ~ 2.25 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/117184499_NjIwLTM0OC1kODBlYjFjZjdh.webp,https://pictures-nigeria.jijistatic.com/117184499_MTExLTYyLWQ4MGViMWNmN2E.webp | https://pictures-nigeria.jijistatic.com/117184498_MTExLTYyLWZhOTI3ZmJjZTI.webp | https://pictures-nigeria.jijistatic.com/117184486_MTExLTYyLTU5MjZmODUyY2E.webp | https://pictures-nigeria.jijistatic.com/117184487_MTExLTQ1LWY1YTBhMWYwYzk.webp | https://pictures-nigeria.jijistatic.com/117184482_MTExLTYyLThhNzZiMTRjYWU.webp,Automatic,100000 km,Petrol,Nigerian Used,Air Conditioning,ibeco motors,https://jiji.ng/isolo/cars/toyota-camry-2004-gold-kNUDLQmDOfNWjRq8nZbowwdj.html,No faults,Toyota,Camry,2004,LE 4dr Sedan (2.4L 4cyl 4A),Sedan,Front,2400           cc,4,157           hp,Gold,5,Yes,Yes,,,
Lexus ES 350 2010 Blue,"₦ 6,200,000",₦ 6.8 M ~ 7 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/106593186_NjIwLTQ2NS0wZWMwOTIyOGM3.webp,https://pictures-nigeria.jijistatic.com/106593186_MTExLTgzLTBlYzA5MjI4Yzc.webp | https://pictures-nigeria.jijistatic.com/106593131_MTExLTgzLTAxZGI1OWJmZmU.webp | https://pictures-nigeria.jijistatic.com/106593157_MTExLTgzLTZlZTk3MjA4M2Y.webp | https://pictures-nigeria.jijistatic.com/106595772_MTExLTE0OC1mNjkyZWQyZjAx.webp | https://pictures-nigeria.jijistatic.com/106595776_MTExLTE0OC0yYzA3YzY2MGQ5.webp,Automatic,82496 km,Petrol,Foreign Used,,Gt Auto Sales,https://jiji.ng/ikeja/cars/lexus-es-350-2010-blue-b51W29bYigkwpV0ZFQEqbAFm.html,No faults,Lexus,ES,2010,350,Sedan,Front,,6,,Blue,5,No,,,,
Lexus RX 300 2WD 2021 Gray,"₦ 1,850,000,",,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/117211042_NjIwLTgyOC1lNDBkMTU2MzI4.webp,https://pictures-nigeria.jijistatic.com/117211042_MTExLTE0OC1lNDBkMTU2MzI4.webp | https://pictures-nigeria.jijistatic.com/117211052_MTExLTE0OC01OWViMWY2NTBm.webp | https://pictures-nigeria.jijistatic.com/117211051_MTExLTE0OC1jMDA0MzUzODhi.webp | https://pictures-nigeria.jijistatic.com/117211048_MTExLTE0OC1jMTFjZTcyNGNl.webp | https://pictures-nigeria.jijistatic.com/117211050_MTExLTE0OC1iMzc0NGNiMmNl.webp,Automatic,152325 km,Petrol,Nigerian Used,,Lukman Motors,https://jiji.ng/ifako-ijaiye/cars/lexus-rx-300-2wd-2021-gray-5n79AYYB5r62ZnxtRFyzj1Xu.html,No faults,Lexus,RX,2021,300 2WD,SUV,Front Wheel,2000           cc,4,238           hp,Gray,5,Yes,,,,
Toyota Sienna LE 7 Passenger Mobility 2011 White,"₦ 6,100,000,",₦ 6.84 M ~ 7 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/88832253_NjIwLTgyNy01YTAyY2I4Y2FjLTE.webp,https://pictures-nigeria.jijistatic.com/88832253_MTExLTE0OC01YTAyY2I4Y2FjLTE.webp | https://pictures-nigeria.jijistatic.com/88832244_MTExLTgzLTU5NjI1ZDg5MzctMQ.webp | https://pictures-nigeria.jijistatic.com/88832243_MTExLTgzLTUxODc3MjI1ZWMtMQ.webp | https://pictures-nigeria.jijistatic.com/88832246_MTExLTE0OC00MTliOWVkNTc2LTE.webp | https://pictures-nigeria.jijistatic.com/88832247_MTExLTE0OC04YzdhMTNmNDUyLTE.webp,Automatic,67000 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | Alloy Wheels | Airbags | CD Player,kelechi Noble,https://jiji.ng/magodo/cars/toyota-sienna-le-7-passenger-mobility-2011-white-1omb6XRdJyocAAqUH5R9n6en.html,No faults,Toyota,Sienna,2011,LE 7 Passenger Mobility,Minivan,Front Wheel,3500           cc,6,270           hp,White,7,No,,,,
Lexus RX 2019 Gray,"₦ 32,000,000",₦ 29 M ~ 31.65 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/108572562_NjIwLTQxMC1mNjY1MDdhNWMw.webp,https://pictures-nigeria.jijistatic.com/108572562_MTExLTczLWY2NjUwN2E1YzA.webp | https://pictures-nigeria.jijistatic.com/113540117_MTExLTYyLTNjNzkyMzU0N2Y.webp | https://pictures-nigeria.jijistatic.com/113540116_MTExLTYyLWMxOWE4MDA3ZTU.webp | https://pictures-nigeria.jijistatic.com/113540114_MTExLTYyLTQ3YzI2YmFkOWU.webp | https://pictures-nigeria.jijistatic.com/113540115_MTExLTE5Ny1lYmI3ZGMyZDQ1.webp,Automatic,16219 km,,Foreign Used,,Ifeakanwa Joseph,https://jiji.ng/surulere/cars/lexus-rx-2019-gray-7o54CVedXl5huHMMuFcap1Ix.html,"No faults, Unpainted",Lexus,RX,2019,,,,,,,Gray,,No,,,,
Lexus ES 300 2004 Silver,"₦ 2,700,000,",₦ 2.54 M ~ 2.6 M,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/117335804_NjIwLTgyNy1hYTc2YTdjM2Q2.webp,https://pictures-nigeria.jijistatic.com/117335804_MTExLTE0OC1hYTc2YTdjM2Q2.webp | https://pictures-nigeria.jijistatic.com/117335805_MTExLTE0OC04NTRiMTA3NmYx.webp | https://pictures-nigeria.jijistatic.com/117335806_MTExLTgzLWM2N2FhYTY3OTc.webp | https://pictures-nigeria.jijistatic.com/117335810_MTExLTE0OC02NjE3ODk4YjM4.webp | https://pictures-nigeria.jijistatic.com/117335809_MTExLTgzLTU2NDljYzA5NzM.webp,Automatic,,Petrol,Nigerian Used,Air Conditioning | Android Auto | Electric Windows | LED Headlights | Sunroof | CarPlay | Cruise Control | Cup Holders | Electric Mirrors | Airbags | Alloy Wheels | CD Player | AM/FM Radio,Kc,https://jiji.ng/owerri-municipal/cars/lexus-es-300-2004-silver-bgYPL4amU8zxYSwmGTpQIPNo.html,No faults,Lexus,ES,2004,300,Sedan,Front Wheel,3000           cc,4,220           hp,Silver,5,,,,,
Honda Accord 2012 Black,"₦ 4,500,000",₦ 4.66 M ~ 4.99 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/88435752_NjIwLTQ2NS0yMmFiZGM1OWZj.webp,https://pictures-nigeria.jijistatic.com/88435752_MTExLTgzLTIyYWJkYzU5ZmM.webp | https://pictures-nigeria.jijistatic.com/88435748_MTExLTgzLThhNjQxMjJiZWM.webp | https://pictures-nigeria.jijistatic.com/88435741_MTExLTgzLWE4NzM4ZGZhZjk.webp | https://pictures-nigeria.jijistatic.com/88435742_MTExLTgzLTkyY2ZiYzNhOTE.webp | https://pictures-nigeria.jijistatic.com/88435743_MTExLTgzLWU1ZTYyYmU2MmY.webp,Automatic,,,Foreign Used,,goodness & mercy cars ltd.,https://jiji.ng/ikeja/cars/honda-accord-2012-black-rW6LudPiTi4qcO4TDbIqbhB7.html,"Unpainted, Original parts, No faults",Honda,Accord,2012,,,,,,,Black,,No,,,,
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,"₦ 14,500,000,",₦ 13.84 M ~ 14.5 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/116859744_NjIwLTQ2NS1hMzI1NTQ1ZjEy.webp,https://pictures-nigeria.jijistatic.com/116859744_MTExLTgzLWEzMjU1NDVmMTI.webp | https://pictures-nigeria.jijistatic.com/116859742_MTExLTgzLWVkZjAwZWEwMGM.webp | https://pictures-nigeria.jijistatic.com/116859750_MTExLTgzLThkMjhjYmE3YzA.webp | https://pictures-nigeria.jijistatic.com/116859751_MTExLTgzLWYzYmNmYWQzMWU.webp | https://pictures-nigeria.jijistatic.com/116859753_MTExLTgzLTJkOGVhZTg4MzY.webp,Automatic,65000 km,Petrol,Foreign Used,,Fantasy Rides Autosales,https://jiji.ng/lekki/cars/mercedes-benz-m-class-ml-350-4matic-2012-gray-97nai0j61TGZbysI4Yy31tvE.html,"No faults, Unpainted, Original parts",Mercedes-Benz,M Class,2012,ML 350 4Matic,SUV,All Wheel,3500           cc,6,302           hp,Gray,5,,,,,
