Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,VIN number,Mileage
Toyota Camry 2004 Silver,"₦ 2,350,000,",₦ 2 M ~ 2.25 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/117208103_NjIwLTgyNy0zYjQ1NTA2NjRm.webp,https://pictures-nigeria.jijistatic.com/117208103_MTExLTE0OC0zYjQ1NTA2NjRm.webp | https://pictures-nigeria.jijistatic.com/117222299_MTExLTE0OC02NWRhYThlMzI5.webp | https://pictures-nigeria.jijistatic.com/117208607_MTExLTE0OC0zZjU2MzNlOTQw.webp | https://pictures-nigeria.jijistatic.com/117208608_MTExLTE0OC0xMDg0NDNlOWE3.webp | https://pictures-nigeria.jijistatic.com/117222302_MTExLTE0OC04NjZhZjE4Yzcz.webp,Automatic,,Petrol,Nigerian Used,,Belmas Autos,https://jiji.ng/lagos-abule-egba/cars/toyota-camry-2004-silver-cpojP4j30jEdrVKe1Fhw84IK.html,"Unpainted, No faults",Toyota,Camry,2004,LE 4dr Sedan (2.4L 4cyl 4A),Sedan,Front,2400           cc,4,157           hp,Silver,5,Yes,,,,
Toyota Highlander V6 4x4 2006 Blue,"₦ 6,400,000",₦ 5.5 M ~ 5.8 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/62128445_20210217-094707_620x465.webp,https://pictures-nigeria.jijistatic.com/62128445_20210217-094707_111x83.webp | https://pictures-nigeria.jijistatic.com/62128442_20210217-094744_111x83.webp | https://pictures-nigeria.jijistatic.com/62128441_20210217-094736_111x83.webp | https://pictures-nigeria.jijistatic.com/62128443_20210217-094730_111x83.webp | https://pictures-nigeria.jijistatic.com/62128444_20210217-094724_111x83.webp,Automatic,63655 km,Petrol,Foreign Used,,Ab Motors,https://jiji.ng/apapa/cars/toyota-highlander-v6-4x4-2006-blue-gqwGypwNgncOm9sRNQ2WdOzR.html,"No faults, Unpainted, Original parts",Toyota,Highlander,2006,V6 4x4,SUV,All Wheel,3300           cc,6,218           hp,Blue,5,No,,,,
Toyota Camry 2015 Black,"₦ 6,500,000,",₦ 7.5 M ~ 8 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117339281_NjIwLTgyNy0yMjg5ZTY5OTg5.webp,https://pictures-nigeria.jijistatic.com/117339281_MTExLTE0OC0yMjg5ZTY5OTg5.webp | https://pictures-nigeria.jijistatic.com/117337983_MTExLTgzLWM5OTg0N2U5NzA.webp | https://pictures-nigeria.jijistatic.com/117337993_MTExLTgzLTU3ODQzZGFmZjM.webp | https://pictures-nigeria.jijistatic.com/117338004_MTExLTgzLWEwNGI2MjhiNDU.webp | https://pictures-nigeria.jijistatic.com/117338015_MTExLTgzLTUzYmNiZDBhOGU.webp,Automatic,,Petrol,Foreign Used,,Adebola Apesin,https://jiji.ng/surulere/cars/toyota-camry-2015-black-tYipQGiySDetSBfBogDO23oQ.html,No faults,Toyota,Camry,2015,LE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,Black,5,No,,,,
Honda CR-V 2005 Red,"₦ 1,600,000",₦ 1.5 M ~ 1.6 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/116895152_NjIwLTgyNy0zODg0M2U5ZWI5.webp,https://pictures-nigeria.jijistatic.com/116895152_MTExLTE0OC0zODg0M2U5ZWI5.webp | https://pictures-nigeria.jijistatic.com/116895210_MTExLTE0OC01MjJkMTdhM2U0.webp | https://pictures-nigeria.jijistatic.com/116895229_MTExLTgzLTJlNmZmM2E2NjE.webp | https://pictures-nigeria.jijistatic.com/116895213_MTExLTE0OC1hOGY0NGYxOTE3.webp | https://pictures-nigeria.jijistatic.com/116895216_MTExLTgzLWZiODQ2NDUzYjk.webp,Automatic,105351 km,,Nigerian Used,,Johnny Efemhokiekie,https://jiji.ng/warri-south/cars/honda-cr-v-2005-red-bjbnrLoCcNNnMayFNTTkv7uz.html,Original parts,Honda,CR-V,2005,,,,,,,Red,,Yes,,,,
Toyota Camry 2013 White,"₦ 6,500,000",₦ 6.71 M ~ 7.1 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117345155_NjIwLTgyNy00YWUxY2M1MGMz.webp,https://pictures-nigeria.jijistatic.com/117345155_MTExLTE0OC00YWUxY2M1MGMz.webp | https://pictures-nigeria.jijistatic.com/117345152_MTExLTE0OC00ZTIxNzI3MjEw.webp | https://pictures-nigeria.jijistatic.com/117345151_MTExLTE0OC00YzRmY2FmOTY5.webp | https://pictures-nigeria.jijistatic.com/117345153_MTExLTgzLTBlNjZmMjgxMjM.webp | https://pictures-nigeria.jijistatic.com/117345156_MTExLTE0OC1lMjg1YWIyODA1.webp,Automatic,,,Foreign Used,,exquisite CGLM,https://jiji.ng/lekki/cars/toyota-camry-2013-white-42aLKvGIfiRnJhjzlN8mwvCo.html,No faults,Toyota,Camry,2013,,,,,,,White,,,,,,
Toyota Camry 2003 Blue,"₦ 2,000,000",₦ 1.9 M ~ 2.12 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/116826204_NjIwLTgyNy00NDZiMDIyMDQ2.webp,https://pictures-nigeria.jijistatic.com/116826204_MTExLTE0OC00NDZiMDIyMDQ2.webp | https://pictures-nigeria.jijistatic.com/116826203_MTExLTE0OC1hMzkxYjA3ZWU4.webp | https://pictures-nigeria.jijistatic.com/116826215_MTExLTE0OC1iNjRiYjgzOGNj.webp | https://pictures-nigeria.jijistatic.com/116826202_MTExLTE0OC1jN2JkMDM0ZTI5.webp | https://pictures-nigeria.jijistatic.com/116826201_MTExLTE0OC0zY2VjZmQxZWE5.webp,Automatic,,Petrol,Nigerian Used,,Godspower Aliyu,https://jiji.ng/ogba/cars/toyota-camry-2003-blue-p8MDpgKLYutUDjqnpYSPEwGH.html,No faults,Toyota,Camry,2003,LE 4dr Sedan (2.4L 4cyl 5M),Sedan,Front,2400           cc,4,157           hp,Blue,5,Yes,,,,
Mercedes-Benz M Class ML 350 4Matic 2010 Black,"₦ 8,300,000",₦ 8 M ~ 8.5 M,"Lagos, Agege",https://pictures-nigeria.jijistatic.com/104405218_NjIwLTQ2NS00MzVhMzBjMzcw.webp,https://pictures-nigeria.jijistatic.com/104405218_MTExLTgzLTQzNWEzMGMzNzA.webp | https://pictures-nigeria.jijistatic.com/104405221_MTExLTgzLWU0ZDc2MWI3NDU.webp | https://pictures-nigeria.jijistatic.com/104405223_MTExLTgzLTdkNzAzZmExNmM.webp | https://pictures-nigeria.jijistatic.com/104405224_MTExLTgzLTQxNTE1ZjI2OTE.webp | https://pictures-nigeria.jijistatic.com/104405225_MTExLTgzLTVkM2U2ZmQzMDg.webp,Automatic,142369 km,Petrol,Foreign Used,,Shotunde Grant,https://jiji.ng/agege/cars/mercedes-benz-m-class-ml-350-4matic-2010-black-pASkceAJmQzkyPKLPSDt16m3.html,No faults,Mercedes-Benz,M Class,2010,ML 350 4Matic,SUV,All Wheel,3500           cc,6,268           hp,Black,5,No,No,,,
Acura MDX 2008 White,"₦ 4,000,000",₦ 4.85 M ~ 5.2 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/62833312_img-20210301-105536_620x465.webp,https://pictures-nigeria.jijistatic.com/62833312_img-20210301-105536_111x83.webp | https://pictures-nigeria.jijistatic.com/62833292_img-20210301-105510_111x83.webp | https://pictures-nigeria.jijistatic.com/62833273_img-20210301-105436_111x83.webp | https://pictures-nigeria.jijistatic.com/62833313_img-20210301-105452_111x83.webp | https://pictures-nigeria.jijistatic.com/62833307_img-20210301-105527_111x83.webp,Automatic,60214 km,,Foreign Used,,Hen_fel motors,https://jiji.ng/amuwo-odofin/cars/acura-mdx-2008-white-zLcJUG87nsG5weolHOPM8JI6.html,No faults,Acura,MDX,2008,,,,,,,White,,No,,,,
Toyota Tacoma Double Cab V6 Automatic 2009 Gray,"₦ 9,250,000,",₦ 9.01 M ~ 9.48 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116829685_NjIwLTQ2NS1jZjVlMWRiYTk4.webp,https://pictures-nigeria.jijistatic.com/116829685_MTExLTgzLWNmNWUxZGJhOTg.webp | https://pictures-nigeria.jijistatic.com/116829683_MTExLTgzLWE1MjgxNGU5MWI.webp | https://pictures-nigeria.jijistatic.com/116829677_MTExLTgzLWQ0NGJhNTlkZDM.webp | https://pictures-nigeria.jijistatic.com/116829718_MTExLTgzLWIxYjk2ODkzZTk.webp | https://pictures-nigeria.jijistatic.com/116829710_MTExLTgzLTVlMTY4MmYxZDU.webp,Automatic,82964 km,Petrol,Foreign Used,Air Conditioning | CD Player | Airbags,Yokade motors Ltd,https://jiji.ng/ojodu/cars/toyota-tacoma-double-cab-v6-automatic-2009-gray-slZbBz8RVwt9wILPpne92uyY.html,No faults,Toyota,Tacoma,2009,Double Cab V6 Automatic,Pickup,All Wheel,4000           cc,6,239           hp,Gray,5,No,,,,
Lexus RX 2012 Black,"₦ 11,600,000",₦ 11.5 M ~ 12 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/117232640_NjIwLTQ2NS1lMDBhYTRkZDFi.webp,https://pictures-nigeria.jijistatic.com/117232640_MTExLTgzLWUwMGFhNGRkMWI.webp | https://pictures-nigeria.jijistatic.com/117232641_MTExLTgzLTAwOWIzNGM4MzY.webp | https://pictures-nigeria.jijistatic.com/117232642_MTExLTgzLThmNDQ5N2I1NWY.webp | https://pictures-nigeria.jijistatic.com/117232643_MTExLTgzLTkwZjIyMTAwMzI.webp | https://pictures-nigeria.jijistatic.com/117232644_MTExLTE0OC01NzQ4OTlmNTBi.webp,Automatic,,,Foreign Used,,Chinedu Nebolisa,https://jiji.ng/gwarinpa/cars/lexus-rx-2012-black-6qdO71zMLNztCvbRf9B8pLtC.html,No faults,Lexus,RX,2012,,,,,,,Black,,,,,,
Toyota Camry 2013 White,"₦ 6,500,000",₦ 6.45 M ~ 6.65 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/104086856_NjIwLTgyNy1iZWJmMDkzNTFl.webp,https://pictures-nigeria.jijistatic.com/104086856_MTExLTE0OC1iZWJmMDkzNTFl.webp | https://pictures-nigeria.jijistatic.com/104085005_MTExLTgzLWU4NmI1NGM4Mjg.webp | https://pictures-nigeria.jijistatic.com/104085032_MTExLTgzLWNjMTJjYmY3ZjQ.webp | https://pictures-nigeria.jijistatic.com/104085035_MTExLTgzLTBiODExYTg5MGE.webp | https://pictures-nigeria.jijistatic.com/104085031_MTExLTgzLTNkNjUwYzIxZTE.webp,Automatic,63000 km,Petrol,Foreign Used,,Johnson Opeyemi,https://jiji.ng/lagos-abule-egba/cars/toyota-camry-2013-white-rDX2MXYWPBZFgSurdA9tFMkQ.html,"Unpainted, Original parts",Toyota,Camry,2013,LE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,White,5,No,,,,
Toyota Venza V6 2009 Gray,"₦ 10,000,000,",₦ 8.81 M ~ 9.49 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/115891044_NjIwLTU4My1jMmViYmUzN2Mx.webp,https://pictures-nigeria.jijistatic.com/115891044_MTExLTEwNC1jMmViYmUzN2Mx.webp | https://pictures-nigeria.jijistatic.com/115890875_MTExLTEyNi1lMjlkMjBkZjJi.webp | https://pictures-nigeria.jijistatic.com/115891119_MTExLTE0OC1mNjgwNWY4ZDdh.webp | https://pictures-nigeria.jijistatic.com/115891120_MTExLTE0OC04Nzc1N2QyMjkz.webp | https://pictures-nigeria.jijistatic.com/115891117_MTExLTE0OC00ZTEwNzYwZmM1.webp,Automatic,,Petrol,Foreign Used,,Holla Autos,https://jiji.ng/isolo/cars/toyota-venza-v6-2009-gray-izUYxxpscjJfwOGqeSSHgVXF.html,No faults,Toyota,Venza,2009,V6,Crossover,Front Wheel,3500           cc,6,273           hp,Gray,5,No,,,,
Toyota Avalon 2013 Black,"₦ 9,950,000",₦ 9.5 M ~ 9.85 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117165463_NjIwLTI3OS1iY2NhYzQxNDVm.webp,https://pictures-nigeria.jijistatic.com/117165463_MTExLTUwLWJjY2FjNDE0NWY.webp | https://pictures-nigeria.jijistatic.com/117165459_MTExLTUwLTgzNDQyOWU2YWI.webp | https://pictures-nigeria.jijistatic.com/117165442_MTExLTI0Ny02NjY3OWI3NmMy.webp | https://pictures-nigeria.jijistatic.com/117165443_MTExLTUwLTkyMjY1MDhjMzE.webp | https://pictures-nigeria.jijistatic.com/117165445_MTExLTUwLTIyZjI3NDc2M2Y.webp,Automatic,133000 km,Petrol,Foreign Used,,Samjones Automobiles,https://jiji.ng/lekki/cars/toyota-avalon-2013-black-i9EemQToAq5vvK2SyFFk35uq.html,No faults,Toyota,Avalon,2013,XLE Premium Sedan FWD (3.5L 6cyl 6A),Sedan,Front Wheel,3500           cc,6,268           hp,Black,5,,,,,
Lexus ES 350 FWD 2013 Gray,"₦ 13,000,000",₦ 11.2 M ~ 12 M,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/108765958_NjIwLTgyNC1mYTVhMjZkYzRmLTE.webp,https://pictures-nigeria.jijistatic.com/108765958_MTExLTE0Ny1mYTVhMjZkYzRmLTE.webp | https://pictures-nigeria.jijistatic.com/108765975_MTExLTE0Ny01NGJlMDExMWJjLTE.webp | https://pictures-nigeria.jijistatic.com/108762084_MTExLTE0Ny03NjlmNTNmNGY2LTE.webp | https://pictures-nigeria.jijistatic.com/108765959_MTExLTE0Ny1iNDY1YTgxODgyLTE.webp | https://pictures-nigeria.jijistatic.com/108765960_MTExLTE0Ny02MTMzMTA5OTk0LTE.webp,Automatic,180000 km,Petrol,Foreign Used,,Crownluv Ventures,https://jiji.ng/akure-south/cars/lexus-es-350-fwd-2013-gray-gmDhVqzs4SuZXpitaKg7OEY0.html,No faults,Lexus,ES,2013,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,Gray,5,No,No,JTHBK1GG5D2******,,
Toyota Camry 2012 Silver,"₦ 6,000,000",₦ 6 M ~ 6.53 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/98665626_NjIwLTgyNy0xZTc2MzFhZTdk.webp,https://pictures-nigeria.jijistatic.com/98665626_MTExLTE0OC0xZTc2MzFhZTdk.webp | https://pictures-nigeria.jijistatic.com/98665367_MTExLTE0OC05MzY2NjllZTEw.webp | https://pictures-nigeria.jijistatic.com/98665385_MTExLTgzLTA1ZGZlOGJhZWM.webp | https://pictures-nigeria.jijistatic.com/98665408_MTExLTgzLTA5MWI3YmUyZjg.webp | https://pictures-nigeria.jijistatic.com/98665455_MTExLTgzLWM1ZGY5Y2E5ZWY.webp,Automatic,,Petrol,Foreign Used,,D Wanner,https://jiji.ng/osogbo/cars/toyota-camry-2012-silver-A0ePIYOdXIBhoM3RE5FvQ8L2.html,No faults,Toyota,Camry,2012,L 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,Silver,5,,,,,
Mercedes-Benz GL-Class GL 550 2013 Silver,"₦ 18,000,000,",₦ 15.41 M ~ 16.86 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/103259461_NjIwLTQ2NS1iYzA1ODVhYjVl.webp,https://pictures-nigeria.jijistatic.com/103259461_MTExLTgzLWJjMDU4NWFiNWU.webp | https://pictures-nigeria.jijistatic.com/103259451_MTExLTgzLWY2ZDc4M2ViNmI.webp | https://pictures-nigeria.jijistatic.com/103259454_MTExLTgzLWE5ZmJjOWIwNzY.webp | https://pictures-nigeria.jijistatic.com/103259464_MTExLTgzLWJjNzI0Y2RjOGI.webp | https://pictures-nigeria.jijistatic.com/103259494_MTExLTgzLTIyYzJmYzZjZmI.webp,Automatic,,,Foreign Used,,Legacy Autos And Properties,https://jiji.ng/ajah/cars/mercedes-benz-gl-class-gl-550-2013-silver-rYG6EllESgFPHYRbSRSxHpey.html,No faults,Mercedes-Benz,GL-Class,2013,GL 550,,,,,429           hp,Silver,,No,,,,
Mazda CX-9 2011 Black,"₦ 6,200,000",₦ 6.26 M ~ 6.48 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/113911246_NjIwLTEzNzgtYzNjNTU5YTE2NQ.webp,https://pictures-nigeria.jijistatic.com/113911246_MTExLTI0Ny1jM2M1NTlhMTY1.webp | https://pictures-nigeria.jijistatic.com/113909158_MTExLTUwLTZiMDcwNTlkYzU.webp | https://pictures-nigeria.jijistatic.com/113909159_MTExLTUwLWQ0NDIyMTM1Mzk.webp | https://pictures-nigeria.jijistatic.com/113911245_MTExLTI0Ny1kMjBmOTMxZDZh.webp | https://pictures-nigeria.jijistatic.com/113911250_MTExLTI0Ny1lZWNjNGM5MDcz.webp,Automatic,,,Foreign Used,,Adebola Paul,https://jiji.ng/alimosho/cars/mazda-cx-9-2011-black-tBGALSmVj9GjHx9udct1Mitg.html,No faults,Mazda,CX-9,2011,,,,,,,Black,,No,,,,
Mercedes-Benz C300 2010 Black,"₦ 6,200,000",₦ 5.6 M ~ 6 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/111760110_NjIwLTQ2NS1iYTNjZTI3Mjc3.webp,https://pictures-nigeria.jijistatic.com/111760110_MTExLTgzLWJhM2NlMjcyNzc.webp | https://pictures-nigeria.jijistatic.com/111760111_MTExLTgzLTdkOTcwOTdkZTA.webp | https://pictures-nigeria.jijistatic.com/111760108_MTExLTgzLWVhOTg3NWQ4ZjI.webp | https://pictures-nigeria.jijistatic.com/111760116_MTExLTgzLWMwYThkYjFmNjM.webp | https://pictures-nigeria.jijistatic.com/111760117_MTExLTgzLWVjZWNkZDBiOTE.webp,Automatic,69856 km,Petrol,Foreign Used,Alloy Wheels | CarPlay | CD Player | Airbags | Electric Mirrors | AM/FM Radio | Electric Windows | Air Conditioning,TOSHIBA MOTORS,https://jiji.ng/apapa/cars/mercedes-benz-c300-2010-black-yqY5cIJ94qOXSNviYey6JFkW.html,No faults,Mercedes-Benz,C300,2010,Sport 4Matic Sedan AWD (3.0L 6cyl 7A),Sedan,All Wheel,3000           cc,6,228           hp,Black,5,No,No,,,
Toyota Tacoma X-Runner 2008 Black,"₦ 8,500,000",₦ 8.5 M ~ 8.55 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/107953677_NjIwLTQ2NS0yYTI0ZTM2YjM5.webp,https://pictures-nigeria.jijistatic.com/107953677_MTExLTgzLTJhMjRlMzZiMzk.webp | https://pictures-nigeria.jijistatic.com/107953688_MTExLTgzLWQ0NGEyYTJhYmE.webp | https://pictures-nigeria.jijistatic.com/107953682_MTExLTgzLTE0YzdhOTA1ZWI.webp | https://pictures-nigeria.jijistatic.com/107953679_MTExLTgzLWYwMzk5MmQ5Y2Y.webp | https://pictures-nigeria.jijistatic.com/107953686_MTExLTgzLTVhYmE2MzkxMjU.webp,Automatic,,Petrol,Foreign Used,,The_Apostles_Autos,https://jiji.ng/apapa/cars/toyota-tacoma-x-runner-2008-black-8RCp1Lyiw7Dx0FJmF68WWkor.html,"Unpainted, Original parts, No faults",Toyota,Tacoma,2008,X-Runner,Pickup,Rear Wheel,4000           cc,6,239           hp,Black,4,No,,,,
Lexus RX 350 FWD 2019 Black,"₦ 28,500,000",₦ 27.75 M ~ 29.25 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/101517233_NjIwLTQ2NS1lN2Q1ZTU1NmFh.webp,https://pictures-nigeria.jijistatic.com/101517233_MTExLTgzLWU3ZDVlNTU2YWE.webp | https://pictures-nigeria.jijistatic.com/101517238_MTExLTgzLTJmMmMxYTY4ZjU.webp | https://pictures-nigeria.jijistatic.com/101517240_MTExLTgzLTQxODAyZmExOTc.webp | https://pictures-nigeria.jijistatic.com/101517242_MTExLTgzLTQ3OGViMzdiOTg.webp | https://pictures-nigeria.jijistatic.com/101517241_MTExLTgzLWYyMzljYjliYWY.webp,Automatic,,Petrol,Foreign Used,,De Fountain Gate Ventures,https://jiji.ng/ogba/cars/lexus-rx-350-fwd-2019-black-7MklFkExgUFof7lVpKB8lYA5.html,"Original parts, No faults",Lexus,RX,2019,350 FWD,SUV,Front Wheel,3500           cc,6,295           hp,Black,5,No,No,,,
Toyota RAV4 Sport V6 4x4 2009 Gray,"₦ 3,650,000",₦ 6.28 M ~ 6.5 M,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/115655894_NjIwLTQ2NS03NDc0MzYxZjVl.webp,https://pictures-nigeria.jijistatic.com/115655894_MTExLTgzLTc0NzQzNjFmNWU.webp | https://pictures-nigeria.jijistatic.com/115656058_MTExLTgzLWZjYjA1MzMwMWU.webp | https://pictures-nigeria.jijistatic.com/115656059_MTExLTgzLWI1NDYzNmRiMGM.webp | https://pictures-nigeria.jijistatic.com/115656060_MTExLTgzLWQyZDAxOTM0ZWQ.webp | https://pictures-nigeria.jijistatic.com/115656061_MTExLTgzLTdhNDc5NzJhNWE.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | Airbags | Alloy Wheels | AM/FM Radio | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | CarPlay | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | LED Headlights | Spotlight | Sunroof | Xenon Lights,Obinna Richard,https://jiji.ng/owerri-municipal/cars/toyota-rav4-sport-v6-4x4-2009-gray-iEQscygBAG61nWWPYT46EUqT.html,"First owner, Original parts, No faults",Toyota,RAV4,2009,Sport V6 4x4,SUV,All Wheel,3500           cc,6,269           hp,Gray,5,Yes,,,,
Toyota Venza LE AWD 2013 Silver,"₦ 8,500,000",₦ 10.5 M ~ 10.96 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116387441_NjIwLTYyMC1hM2NjYTAyNWNh.webp,https://pictures-nigeria.jijistatic.com/116387441_MTExLTExMS1hM2NjYTAyNWNh.webp | https://pictures-nigeria.jijistatic.com/116387439_MTExLTExMS0xZGNlY2ZlYjc3.webp | https://pictures-nigeria.jijistatic.com/116387461_MTExLTExMS0zOGNlOTk3Nzll.webp | https://pictures-nigeria.jijistatic.com/116387444_MTExLTExMS0yYWFjOWE4OGMw.webp | https://pictures-nigeria.jijistatic.com/116387452_MTExLTExMS1lNGI1NGU1Yjhi.webp,Automatic,65231 km,Petrol,Foreign Used,Electric Windows | Leather Seats | Sunroof | Cup Holders | Front Fog Lamps | Air Conditioning | Airbags | Electric Mirrors | Alloy Wheels | CD Player | AM/FM Radio | Armrests,E-YOUNG SERVICES LTD,https://jiji.ng/ojodu/cars/toyota-venza-le-awd-2013-silver-hjXw9fWAl2VhmqSRsR5uTD4p.html,No faults,Toyota,Venza,2013,LE AWD,Crossover,All Wheel,2700           cc,4,181           hp,Silver,5,No,,,,
Toyota 4-Runner 2015 Silver,"₦ 26,500,000",₦ 24.1 M ~ 25.5 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/117226704_NjIwLTQ2NS1kOGU0NDIyYzg4.webp,https://pictures-nigeria.jijistatic.com/117226704_MTExLTgzLWQ4ZTQ0MjJjODg.webp | https://pictures-nigeria.jijistatic.com/117226585_MTExLTgzLWU0MmE0ZmE2NGQ.webp | https://pictures-nigeria.jijistatic.com/117226586_MTExLTgzLWMxYzU5MjE0M2E.webp | https://pictures-nigeria.jijistatic.com/117226575_MTExLTgzLTkzMTkzMWE5Nzc.webp | https://pictures-nigeria.jijistatic.com/117226566_MTExLTgzLTgxY2E2YjRjMjU.webp,Automatic,,Petrol,Foreign Used,Blind Spot Monitor | Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Android Auto | Airbags | Parking Assist | Electric Mirrors | Roof Rack | LED Headlights | Alloy Wheels | CD Player | Cruise Control | AM/FM Radio | Spotlight | Armrests | Electric Windows | Sidesteps | Leather Seats | Anti-Lock Brakes | Front Fog Lamps | CarPlay | Bullbar,Debby&#39;S Autos,https://jiji.ng/apapa/cars/toyota-4-runner-2015-silver-oPWfwoiyI0LgvyJNuE1Ue6O9.html,"No faults, Unpainted, Original parts",Toyota,4-Runner,2015,Limited 4dr SUV 4WD (4.0L 6cyl 5A),SUV,All Wheel,4000           cc,6,270           hp,Silver,5,No,No,,,
Acura MDX 2005 Black,"₦ 1,750,000,",₦ 1.79 M ~ 1.97 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/116990327_NjIwLTI4Ni0zMzI5Y2Y3ZWI3.webp,https://pictures-nigeria.jijistatic.com/116990327_MTExLTUxLTMzMjljZjdlYjc.webp | https://pictures-nigeria.jijistatic.com/116990350_MTExLTUxLTM5NDgxM2I5NDg.webp | https://pictures-nigeria.jijistatic.com/116990351_MTExLTUxLTZkZmJmZDgyNDc.webp | https://pictures-nigeria.jijistatic.com/116990352_MTExLTUxLTAzYjBkZjdjMWI.webp | https://pictures-nigeria.jijistatic.com/116990353_MTExLTUxLWJiMTIwOWI1NjE.webp,Automatic,101578 km,Petrol,Nigerian Used,,Eze Okwara,https://jiji.ng/amuwo-odofin/cars/acura-mdx-2005-black-5K6rfjeRl45Dulr9gCiCkFAM.html,No faults,Acura,MDX,2005,Premium 4dr SUV AWD (3.5L 6cyl 5A),SUV,All Wheel,3500           cc,6,265           hp,Black,7,Yes,,,,
Toyota Camry 2015 Blue,"₦ 9,850,000,",₦ 8.5 M ~ 9 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/115967952_NjIwLTQ2NS00Y2Q4Y2IxMDQ3.webp,https://pictures-nigeria.jijistatic.com/115967952_MTExLTgzLTRjZDhjYjEwNDc.webp | https://pictures-nigeria.jijistatic.com/115967951_MTExLTgzLTljYzU1ZTVkYTU.webp | https://pictures-nigeria.jijistatic.com/115967954_MTExLTgzLWI2NWQwMDdkMTk.webp | https://pictures-nigeria.jijistatic.com/115967960_MTExLTgzLTkxZWE1NTdmMWU.webp | https://pictures-nigeria.jijistatic.com/115967969_MTExLTgzLTgxZTkzYjk3YTQ.webp,Automatic,,Petrol,Foreign Used,,Sunday Chidi,https://jiji.ng/magodo/cars/toyota-camry-2015-blue-BJKmsybA6xo0MKSsuObIDyYp.html,No faults,Toyota,Camry,2015,XSE 4dr Sedan (3.5L 6cyl 6A),Sedan,Front,3500           cc,6,268           hp,Blue,5,No,,,,
Land Rover Range Rover Sport 2017 Black,"₦ 35,000,000",₦ 36.22 M ~ 37 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117008192_NjIwLTQ2NS0xZGUwMGJkMjkz.webp,https://pictures-nigeria.jijistatic.com/117008192_MTExLTgzLTFkZTAwYmQyOTM.webp | https://pictures-nigeria.jijistatic.com/117008175_MTExLTgzLWViOTZmOWY2OWE.webp | https://pictures-nigeria.jijistatic.com/117008178_MTExLTgzLWU1ZGZhMGJkYTk.webp | https://pictures-nigeria.jijistatic.com/117008181_MTExLTgzLWI0OWRlZDlmN2Q.webp | https://pictures-nigeria.jijistatic.com/117008182_MTExLTgzLTExMzk3Nzk0YjA.webp,Automatic,141421 km,Petrol,Foreign Used,Sunroof | Cup Holders | Air Conditioning | Android Auto | Airbags | Electric Mirrors | Alloy Wheels | Cruise Control | AM/FM Radio | Armrests | Electric Windows | Leather Seats | Anti-Lock Brakes | Front Fog Lamps,COMRADE G AUTOS/ OJOINT LTD,https://jiji.ng/ikeja/cars/land-rover-range-rover-sport-2017-black-xaHe4f0l1xpkK6R92WqSSHeT.html,No faults,Land Rover,Range Rover Sport,2017,HSE Dynamic 4x4 (3.0L 6cyl 8A),SUV,All Wheel,3000           cc,8,380           hp,Black,5,No,Yes,,,
