Name,Price,Market price,Location,Thumbnail,Images,Gear,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,Mileage,VIN number
Toyota Tacoma 2017 Limited Gray,"₦ 16,500,000",₦ 18.5 M ~ 19.5 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/64483050__620x827.webp,https://pictures-nigeria.jijistatic.com/64483050__111x148.webp | https://pictures-nigeria.jijistatic.com/64483049__111x148.webp | https://pictures-nigeria.jijistatic.com/64480789_376eee1c-be17-42c7-834d-8b9cd0a9cce0_111x83.webp | https://pictures-nigeria.jijistatic.com/64480790_8f6874d8-bbef-4b19-8ceb-d9288e485412_111x83.webp | https://pictures-nigeria.jijistatic.com/64483054__111x148.webp,Automatic,,THAYOR Coleman limited,https://jiji.ng/lekki/cars/toyota-tacoma-2017-limited-gray-arZGbBbKdT5VBeJVeQdPf96j.html,No faults,Toyota,Tacoma,2017,Limited,Pickup,Rear Wheel,3500           cc,6,278           hp,Gray,5,No,,,,
Toyota Highlander 2015 Blue,"₦ 16,300,000",₦ 16.2 M ~ 16.7 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117186460_NjIwLTQ2NS1lNjM3ODMxNmQx.webp,https://pictures-nigeria.jijistatic.com/117186460_MTExLTgzLWU2Mzc4MzE2ZDE.webp | https://pictures-nigeria.jijistatic.com/117186461_MTExLTgzLTk3NzEzNmU1MDI.webp | https://pictures-nigeria.jijistatic.com/117186462_MTExLTgzLTE2MTFjOWJmNzc.webp | https://pictures-nigeria.jijistatic.com/117186463_MTExLTgzLTUxMmY3OGU4YTg.webp | https://pictures-nigeria.jijistatic.com/117186465_MTExLTgzLTk5MzM4NzVjMjQ.webp,Automatic,,Bj Autos,https://jiji.ng/surulere/cars/toyota-highlander-2015-blue-8DEiFidh4D0HIHt6vMm77jNd.html,No faults,Toyota,Highlander,2015,,,,,,,Blue,,,,,,
Toyota Corolla 1.8 VVTL-i Compressor TS 2006 Black,"₦ 3,700,000",₦ 3.76 M ~ 3.85 M,"Lagos, Yaba",https://pictures-nigeria.jijistatic.com/113172680_NjIwLTgyNy1kNjMzMzU0NTE1.webp,https://pictures-nigeria.jijistatic.com/113172680_MTExLTE0OC1kNjMzMzU0NTE1.webp | https://pictures-nigeria.jijistatic.com/113172681_MTExLTgzLWJkYTRjMzNmNjI.webp | https://pictures-nigeria.jijistatic.com/113172683_MTExLTE0OC05ZmFiZWI3YTgz.webp | https://pictures-nigeria.jijistatic.com/113172685_MTExLTE0OC01YjJlMGNlYzNi.webp | https://pictures-nigeria.jijistatic.com/113172686_MTExLTgzLTcyMWVhNzcyMTc.webp,Automatic,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags,One Million Autos,https://jiji.ng/yaba/cars/toyota-corolla-1-8-vvtl-i-compressor-ts-2006-black-s1pzdYFbniULF9urkSqHuiwd.html,No faults,Toyota,Corolla,2006,1.8 VVTL-i Compressor TS,,Front,1800           cc,4,224           hp,Black,5,No,No,,,
Toyota Venza 2014 White,"₦ 14,500,000,",₦ 12.15 M ~ 13 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/116794360_NjIwLTQ2NC1iZWI1YjI0Mjc5.webp,https://pictures-nigeria.jijistatic.com/116794360_MTExLTgzLWJlYjViMjQyNzk.webp | https://pictures-nigeria.jijistatic.com/116791624_MTExLTE0OC0wNDNhMjIyNjY2.webp | https://pictures-nigeria.jijistatic.com/116791620_MTExLTgzLTk2YzQ3Njc3OTU.webp | https://pictures-nigeria.jijistatic.com/116791621_MTExLTgzLTJhYjAyN2EzNmE.webp | https://pictures-nigeria.jijistatic.com/116791622_MTExLTgzLTU2M2RhYjQ3Y2Y.webp,Automatic,,Ebhotemen Promise Moses,https://jiji.ng/lekki/cars/toyota-venza-2014-white-5hM33fTxmMZBQY3fybpMEdAo.html,No faults,Toyota,Venza,2014,,,,,,,White,,No,,,,
Lexus ES 350 2011 Blue,"₦ 7,600,000",₦ 6.8 M ~ 7.05 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/112389756_NjIwLTQ2NS1hM2QwNWE0MmQ2.webp,https://pictures-nigeria.jijistatic.com/112389756_MTExLTgzLWEzZDA1YTQyZDY.webp | https://pictures-nigeria.jijistatic.com/112389755_MTExLTgzLTkwY2U2ODMwMzc.webp | https://pictures-nigeria.jijistatic.com/112389761_MTExLTgzLWUyN2ZhOGQ1YzI.webp | https://pictures-nigeria.jijistatic.com/112389754_MTExLTgzLTMxNjg4MTI1N2M.webp | https://pictures-nigeria.jijistatic.com/112389757_MTExLTgzLTk0NDExZDdjNGU.webp,Automatic,Airbags | Alloy Wheels | Air Conditioning | Leather Seats | Parking Sensors | CD Player | Armrests | Blind Spot Monitor | Bullbar | CarPlay | Electric Windows | AM/FM Radio | Cup Holders | Anti-Lock Brakes | Electric Mirrors,Queeneth Autos,https://jiji.ng/apapa/cars/lexus-es-350-2011-blue-8ILSvJnsuzbvZVjwZjQUO9dh.html,"Original parts, No faults, Unpainted",Lexus,ES,2011,350,Sedan,Front,,6,,Blue,5,No,,,,
Mercedes-Benz M Class ML 320 2005 Silver,"₦ 1,500,000,",₦ 2.5 M ~ 2.76 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/116637146_NjIwLTQ2NS03NTljYTkwNWQ5.webp,https://pictures-nigeria.jijistatic.com/116637146_MTExLTgzLTc1OWNhOTA1ZDk.webp | https://pictures-nigeria.jijistatic.com/116637151_MTExLTgzLTk3MzQxNzU2NWU.webp | https://pictures-nigeria.jijistatic.com/116637149_MTExLTgzLWI0Zjk1YTg5YjE.webp | https://pictures-nigeria.jijistatic.com/116637147_MTExLTgzLTUyMGM0NWM1ZWY.webp | https://pictures-nigeria.jijistatic.com/116648057_MTExLTgzLTY0MjMxYTQzZDA.webp,Automatic,,Abdulhakeem Majek,https://jiji.ng/ogba/cars/mercedes-benz-m-class-ml-320-2005-silver-BMOK4hEt7slKS6xUubjXmMkw.html,First owner,Mercedes-Benz,M Class,2005,ML 320,SUV,,,,,Silver,5,Yes,,,,
Toyota Highlander LE 4x2 (2.7L 4cyl 6A) 2016 Red,"₦ 18,000,000",₦ 16.5 M ~ 17.48 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/114862393_NjIwLTYyNS0xMWZiMzQxOTQx.webp,https://pictures-nigeria.jijistatic.com/114862393_MTExLTExMi0xMWZiMzQxOTQx.webp | https://pictures-nigeria.jijistatic.com/114862388_MTExLTEzMy01ZjU3MTI3ZjYy.webp | https://pictures-nigeria.jijistatic.com/114862392_MTExLTEwOS02MjY3NGY1Y2U3.webp | https://pictures-nigeria.jijistatic.com/114862386_MTExLTgzLTZjNGNkYTMwMWQ.webp | https://pictures-nigeria.jijistatic.com/114862387_MTExLTgyLTNjOWFmMTIwMTE.webp,Automatic,,Prince Darrel,https://jiji.ng/ikoyi-obalende/cars/toyota-highlander-le-4x2-2-7l-4cyl-6a-2016-red-aWReIbVUQNN37HPbmjHBbVqp.html,"Original parts, No faults",Toyota,Highlander,2016,LE 4x2 (2.7L 4cyl 6A),SUV,Front Wheel,2700           cc,4,185           hp,Red,8,,,,,
Hyundai Elantra 2014 Gray,"₦ 3,650,000,",₦ 3.44 M ~ 3.65 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117189736_NjIwLTY5OS04Y2M2ZTk2NDRi.webp,https://pictures-nigeria.jijistatic.com/117189736_MTExLTEyNS04Y2M2ZTk2NDRi.webp | https://pictures-nigeria.jijistatic.com/117191881_MTExLTE0OC02YjdkMjkxZTE3.webp | https://pictures-nigeria.jijistatic.com/117190093_MTExLTE5Mi04NGJmMDVjMmU3.webp | https://pictures-nigeria.jijistatic.com/117191887_MTExLTE0OC00YzI0OWU5OWI3.webp | https://pictures-nigeria.jijistatic.com/117191892_MTExLTE0OC1hZGM2ODBhYjdm.webp,Automatic,CD Player | AM/FM Radio | Air Conditioning | Airbags | Anti-Lock Brakes | Armrests | CarPlay | Electric Mirrors | Electric Windows | Front Fog Lamps,Emeka Green,https://jiji.ng/surulere/cars/hyundai-elantra-2014-gray-znS41n2Fg9KCUt16fvBzweUe.html,Original parts,Hyundai,Elantra,2014,Limited PZEV 4dr Sedan (1.8L 4cyl 6A),Sedan,Front Wheel,1800           cc,4,145           hp,Gray,5,Yes,No,,,
Toyota Highlander Limited 2021 White,"₦ 40,000,000,",₦ 43.5 M ~ 45 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/116854237_NjIwLTc3MS0zZGE2YWM0ZjY4.webp,https://pictures-nigeria.jijistatic.com/116854237_MTExLTEzOC0zZGE2YWM0ZjY4.webp | https://pictures-nigeria.jijistatic.com/116854224_MTExLTEzMS01MDFiYzBmMTg1.webp | https://pictures-nigeria.jijistatic.com/116854225_MTExLTEzNy02NDM3MTliYmEw.webp | https://pictures-nigeria.jijistatic.com/116854238_MTExLTEzOS03MDA4NzFhZTQ1.webp | https://pictures-nigeria.jijistatic.com/116854233_MTExLTEzNi1iZjE0MTM0NTEw.webp,Automatic,Air Conditioning | AM/FM Radio | Alloy Wheels | Airbags | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | CarPlay | Bullbar | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Roof Rack | Sidesteps | Spotlight | Sunroof | Traction Control | Winch | Xenon Lights,Azeefaq Autos,https://jiji.ng/surulere/cars/toyota-highlander-limited-2021-white-q77sASNOo3OIiPVbzZSAIZlq.html,No faults,Toyota,Highlander,2021,Limited,SUV,Front Wheel,3500           cc,6,295           hp,White,8,No,,,,
Lexus ES 2013 Blue,"₦ 11,200,000",₦ 11 M ~ 11.82 M,"Abuja, Jabi",https://pictures-nigeria.jijistatic.com/108155619_NjIwLTQ2NS1jNzJkYmUzZmE5.webp,https://pictures-nigeria.jijistatic.com/108155619_MTExLTgzLWM3MmRiZTNmYTk.webp | https://pictures-nigeria.jijistatic.com/108155608_MTExLTgzLWRiNjYzZTczOTM.webp | https://pictures-nigeria.jijistatic.com/108155609_MTExLTgzLTc3YzJhYTY0NWU.webp | https://pictures-nigeria.jijistatic.com/108155613_MTExLTgzLTc5MjIyMGJhNTE.webp | https://pictures-nigeria.jijistatic.com/108155614_MTExLTgzLTkwZmYxN2Y3YmE.webp,Automatic,,Henry Magege,https://jiji.ng/jabi/cars/lexus-es-2013-blue-nIzOan2SRdYBOlocdS3Toz2g.html,No faults,Lexus,ES,2013,,,,,,,Blue,,No,,,,
Toyota 4-Runner SR5 4x2 2018 Gray,"₦ 24,500,000",₦ 22.85 M ~ 25.14 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/113498618_NjIwLTQ5OC1lOGQwNmNjNWFh.webp,https://pictures-nigeria.jijistatic.com/113498618_MTExLTg5LWU4ZDA2Y2M1YWE.webp | https://pictures-nigeria.jijistatic.com/113498277_MTExLTgzLWEyYjQxYzg3NTA.webp | https://pictures-nigeria.jijistatic.com/113498292_MTExLTE0OC1mOTIwYmY2Mjc2.webp | https://pictures-nigeria.jijistatic.com/113498312_MTExLTgzLThmM2MyODAxNmM.webp | https://pictures-nigeria.jijistatic.com/113498299_MTExLTgzLWNkN2YwMTRkNGI.webp,Automatic,,Amos Autos Ltd,https://jiji.ng/apapa/cars/toyota-4-runner-sr5-4x2-2018-gray-raIGK858SzwPdVPKB8EFMc2t.html,"No faults, Original parts, Unpainted",Toyota,4-Runner,2018,SR5 4x2,SUV,Rear Wheel,4000           cc,6,270           hp,Gray,5-7,No,,,,
Toyota Avalon 2014 Silver,"₦ 10,000,000,",₦ 9.97 M ~ 10.7 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/116879976_NjIwLTQ2NS05YjdiOTI2OGRh.webp,https://pictures-nigeria.jijistatic.com/116879976_MTExLTgzLTliN2I5MjY4ZGE.webp | https://pictures-nigeria.jijistatic.com/116879977_MTExLTgzLThiMDJkZmM0YTA.webp | https://pictures-nigeria.jijistatic.com/116879997_MTExLTgzLTBkODM1ODQzYzI.webp | https://pictures-nigeria.jijistatic.com/116880020_MTExLTgzLTkwOWFkODRjZDM.webp | https://pictures-nigeria.jijistatic.com/116880019_MTExLTgzLWZhYjcwMjJmMDk.webp,Automatic,,Okoli Chukwudi,https://jiji.ng/amuwo-odofin/cars/toyota-avalon-2014-silver-vYup60rkMANiw7QWWNQV4TNY.html,No faults,Toyota,Avalon,2014,,,,,,,Silver,,,,4T1BK1EB9EU******,,
Toyota Tacoma 2009 Matt Black,"₦ 9,600,000,",₦ 8.97 M ~ 9.53 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/115805824_NjIwLTQ2NS0zNTRmNjY5NWM1.webp,https://pictures-nigeria.jijistatic.com/115805824_MTExLTgzLTM1NGY2Njk1YzU.webp | https://pictures-nigeria.jijistatic.com/115805863_MTExLTE0OC1mYjIxMWRlZDcz.webp | https://pictures-nigeria.jijistatic.com/115805825_MTExLTE0OC1mOTRiM2VmOTA0.webp | https://pictures-nigeria.jijistatic.com/115805851_MTExLTE0OC00YTA3YzkwNzU4.webp | https://pictures-nigeria.jijistatic.com/115805841_MTExLTgzLWE0NzZlYTFjYWM.webp,Automatic,Airbags | Alloy Wheels | Air Conditioning | CD Player | AM/FM Radio | Front Fog Lamps | Sunroof,Occasion cars and Trucks Ltd,https://jiji.ng/apapa/cars/toyota-tacoma-2009-matt-black-z9UMrLnoPCwulNTB2hwUa2cy.html,No faults,Toyota,Tacoma,2009,,,,,,,Matt Black,,No,,,,
Ford Ranger 2002 Blue,"₦ 3,300,000",,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/93355770_NjIwLTgyNy02NWE2Y2E1NTg3.webp,https://pictures-nigeria.jijistatic.com/93355770_MTExLTE0OC02NWE2Y2E1NTg3.webp | https://pictures-nigeria.jijistatic.com/93355768_MTExLTE0OC1jNWI1MDllNTQw.webp | https://pictures-nigeria.jijistatic.com/93355767_MTExLTE0OC0wNWE3YmQyZTgz.webp | https://pictures-nigeria.jijistatic.com/93355771_MTExLTE0OC1lZDY2NTMyYWI2.webp | https://pictures-nigeria.jijistatic.com/93355769_MTExLTE0OC00ZWU4NWQwY2Rl.webp,Manual,,Olayinka Oladayo,https://jiji.ng/osogbo/cars/ford-ranger-2002-blue-rXox77OtQ27L7qoJPhmRvbRb.html,"First owner, No faults",Ford,Ranger,2002,,,,,,,Blue,,,,,,
Mercedes-Benz E350 2008 Gray,"₦ 4,399,000",₦ 4.9 M ~ 5.5 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/111600535_NjIwLTgyNy1mODlmMjRhNjI0.webp,https://pictures-nigeria.jijistatic.com/111600535_MTExLTE0OC1mODlmMjRhNjI0.webp | https://pictures-nigeria.jijistatic.com/111600539_MTExLTE0OC00ZGU2NWNkMDE0.webp | https://pictures-nigeria.jijistatic.com/111600540_MTExLTE0OC0zY2QwZjQ0ZDkx.webp | https://pictures-nigeria.jijistatic.com/111600546_MTExLTE0OC04ZTkyY2ZjMDgy.webp | https://pictures-nigeria.jijistatic.com/111600541_MTExLTE0OC01ZGQyZTNjY2Rh.webp,Automatic,,Echex Motors,https://jiji.ng/isolo/cars/mercedes-benz-e350-2008-gray-kNzCF9d4TOZjngAyxT5LMN2u.html,No faults,Mercedes-Benz,E350,2008,Base 4Matic Sedan AWD (3.5L 6cyl 5A),Sedan,All Wheel,3500           cc,6,268           hp,Gray,5,No,No,,,
Mercedes-Benz E300 2015 Red,"₦ 8,000,000",,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/104216570_NjIwLTgyOC1mYTU3M2VkMjc3.webp,https://pictures-nigeria.jijistatic.com/104216570_MTExLTE0OC1mYTU3M2VkMjc3.webp | https://pictures-nigeria.jijistatic.com/104216477_MTExLTE0OC1kZjZiZTNmNjJk.webp | https://pictures-nigeria.jijistatic.com/104216478_MTExLTE0OC00MjQ4NzRmYjZi.webp | https://pictures-nigeria.jijistatic.com/104216561_MTExLTEwMS04OTRkMmIzMWI5.webp | https://pictures-nigeria.jijistatic.com/104216563_MTExLTgzLTNjYjM5ZGI4ODg.webp,Automatic,,kelechi Noble,https://jiji.ng/ikoyi-obalende/cars/mercedes-benz-e300-2015-red-CxrzCKkoHc44PFRxYJd3Hq8F.html,No faults,Mercedes-Benz,E300,2015,,,,,,,Red,,Yes,,,,
Toyota Camry 2013 White,"₦ 6,700,000,",₦ 6.5 M ~ 6.7 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/100842798_NjIwLTYyMC0xNTMyMmU2YzYw.webp,https://pictures-nigeria.jijistatic.com/100842798_MTExLTExMS0xNTMyMmU2YzYw.webp | https://pictures-nigeria.jijistatic.com/100842792_MTExLTExMS0wMDhiZGNhODk1.webp | https://pictures-nigeria.jijistatic.com/100842793_MTExLTExMS00ODVjZjA5Mzgy.webp | https://pictures-nigeria.jijistatic.com/100842794_MTExLTExMS1kZmI0MjQ2NzY1.webp | https://pictures-nigeria.jijistatic.com/100842799_MTExLTExMS1kOTg5ZTdkZGVm.webp,Automatic,,KASHVALLEY MOTORS,https://jiji.ng/ikeja/cars/toyota-camry-2013-white-ructoxne3xrO9qFQ19BnzpQY.html,No faults,Toyota,Camry,2013,LE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,White,5,No,,,,
Rover Land 2018 Black,"₦ 48,000,000",,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/82939333_NjIwLTYyMC03MGMxM2M4MzQw.webp,https://pictures-nigeria.jijistatic.com/82939333_MTExLTExMS03MGMxM2M4MzQw.webp | https://pictures-nigeria.jijistatic.com/82939388_MTExLTE0OC0zNjkwMzAzYTA3.webp | https://pictures-nigeria.jijistatic.com/82939389_MTExLTExMS1kZjBkMDI3YTU5.webp | https://pictures-nigeria.jijistatic.com/82939390_MTExLTExMS0xMjM5ZWE2ZWMx.webp | https://pictures-nigeria.jijistatic.com/82939396_MTExLTExMS1kOTM1N2FkMmRh.webp,Automatic,,Foreign Autos Ltd,https://jiji.ng/lekki/cars/rover-land-2018-black-pp5ETsNVZLtjV1oTVYwcbqDa.html,"Unpainted, Original parts, No faults",Rover,Land,2018,,,,,,,Black,,No,,,,
Toyota Highlander V6 2005 Silver,"₦ 5,500,000",₦ 5.44 M ~ 5.55 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/111710630_NjIwLTgyNy1mYTJjNTMzZjk2.webp,https://pictures-nigeria.jijistatic.com/111710630_MTExLTE0OC1mYTJjNTMzZjk2.webp | https://pictures-nigeria.jijistatic.com/111710631_MTExLTE0OC05NDZiZDRiZDky.webp | https://pictures-nigeria.jijistatic.com/111710634_MTExLTE0OC0zOTFmMmRlZWIx.webp | https://pictures-nigeria.jijistatic.com/111710632_MTExLTE0OC0yNzJmMTRlYjE1.webp | https://pictures-nigeria.jijistatic.com/111710635_MTExLTE0OC1kZjE5NTM1ZDk1.webp,Automatic,,bonjelevel,https://jiji.ng/alimosho/cars/toyota-highlander-v6-2005-silver-lknjW9OpNSSKjavQMS4Zf3m7.html,No faults,Toyota,Highlander,2005,V6,SUV,,3300           cc,6,233           hp,Silver,5,,,,,
Mercedes-Benz GL-Class GL 450 2012 Black,"₦ 5,500,000",₦ 6.98 M ~ 7.22 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/117216484_NjIwLTQ2NS1lOTY5NTgzNDJl.webp,https://pictures-nigeria.jijistatic.com/117216484_MTExLTgzLWU5Njk1ODM0MmU.webp | https://pictures-nigeria.jijistatic.com/117216487_MTExLTgzLTVmYWU0ODY5YzM.webp | https://pictures-nigeria.jijistatic.com/117216485_MTExLTE0OC0xZTdhY2Q0OTIy.webp | https://pictures-nigeria.jijistatic.com/117216474_MTExLTgzLWNlOWM1MDFhOTc.webp | https://pictures-nigeria.jijistatic.com/117216475_MTExLTgzLWJkZGE5YWM3NzI.webp,Automatic,,CHEVIX AUTOS,https://jiji.ng/ajah/cars/mercedes-benz-gl-class-gl-450-2012-black-k8podH5O4xruOwoIgEJSyQ8z.html,"No faults, Original parts, Unpainted",Mercedes-Benz,GL-Class,2012,GL 450,SUV,All Wheel,4700           cc,8,335           hp,Black,7,Yes,,,,
Mercedes-Benz R-Class 2010 Gray,"₦ 6,800,000",,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/99121935_NjIwLTQ2NS0wNmYwZjY5N2Rm.webp,https://pictures-nigeria.jijistatic.com/99121935_MTExLTgzLTA2ZjBmNjk3ZGY.webp | https://pictures-nigeria.jijistatic.com/99121947_MTExLTgzLTM5ZmRlMDZiNWM.webp | https://pictures-nigeria.jijistatic.com/99121951_MTExLTgzLTRhNjQ4N2FiZjM.webp | https://pictures-nigeria.jijistatic.com/99121953_MTExLTgzLTYyZDkwNzNmZDA.webp | https://pictures-nigeria.jijistatic.com/99121995_MTExLTgzLTgxYTRjYjJlOTM.webp,Automatic,,Jagberg Glob Res ltd,https://jiji.ng/ifako-ijaiye/cars/mercedes-benz-r-class-2010-gray-hZIZqZgAiMD60MePdT0cXPv5.html,No faults,Mercedes-Benz,R-Class,2010,,,,,,,Gray,,No,,,,
Toyota Picnic 2.0 FWD 2004 Gray,"₦ 1,600,000",,"Delta, Warri",https://pictures-nigeria.jijistatic.com/112829446_NjIwLTgyNy04YzY1ZTA1MDFl.webp,https://pictures-nigeria.jijistatic.com/112829446_MTExLTE0OC04YzY1ZTA1MDFl.webp | https://pictures-nigeria.jijistatic.com/112829439_MTExLTE0OC05YmRkZTE1OGM2.webp | https://pictures-nigeria.jijistatic.com/112829441_MTExLTE0OC04ODdhMDkyZTBj.webp | https://pictures-nigeria.jijistatic.com/112829442_MTExLTE0OC03Y2RlMzA2MGNl.webp | https://pictures-nigeria.jijistatic.com/112829443_MTExLTE0OC1jMjNkMmM5NjIy.webp,Manual,CD Player | AM/FM Radio,Austin Chimara,https://jiji.ng/warri-south/cars/toyota-picnic-2-0-fwd-2004-gray-idarStp4L3dutrKV1alDidri.html,No faults,Toyota,Picnic,2004,2.0 FWD,Minivan,Front Wheel,2000           cc,4,150           hp,Gray,7,Yes,No,,,
Toyota Camry 2013 Silver,"₦ 6,600,000",₦ 6.8 M ~ 7 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/111697006_NjIwLTY4NS02NmNlYjkxZWRiLTE.webp,https://pictures-nigeria.jijistatic.com/111697006_MTExLTEyMy02NmNlYjkxZWRiLTE.webp | https://pictures-nigeria.jijistatic.com/111697003_MTExLTEzMC1lZTM5MGY1NmQ0LTE.webp | https://pictures-nigeria.jijistatic.com/111697002_MTExLTExMy0wYzFkZDY3MTdkLTE.webp | https://pictures-nigeria.jijistatic.com/111696995_MTExLTEzNS05M2IzZTZhNzYyLTE.webp | https://pictures-nigeria.jijistatic.com/111696996_MTExLTEyMC05OTllNGU5Zjc2LTE.webp,Automatic,,Godos Autos,https://jiji.ng/lagos-abule-egba/cars/toyota-camry-2013-silver-uCVxiYKqLZzU4FcLqQlgDFAZ.html,No faults,Toyota,Camry,2013,SE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,Silver,5,,,,,
Mercedes-Benz M Class 2006 Black,"₦ 6,500,000",₦ 5.8 M ~ 6 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/115103466_NjIwLTQ2NS1jNDcxNjJiYzA4.webp,https://pictures-nigeria.jijistatic.com/115103466_MTExLTgzLWM0NzE2MmJjMDg.webp | https://pictures-nigeria.jijistatic.com/115103701_MTExLTgzLTIzYzkwYzc0NmE.webp | https://pictures-nigeria.jijistatic.com/115103715_MTExLTgzLTdjNjE3YjY3YmU.webp | https://pictures-nigeria.jijistatic.com/115103753_MTExLTgzLWQwMGFlYWJhMjc.webp | https://pictures-nigeria.jijistatic.com/115103765_MTExLTgzLWRkNmYzOWM5Nzc.webp,Automatic,,lanpets,https://jiji.ng/magodo/cars/mercedes-benz-m-class-2006-black-oBT0jkmDDfKURl9hi0O3UTXM.html,First owner,Mercedes-Benz,M Class,2006,,,,,,,Black,,,Yes,,,
Toyota Camry 2010 Red,"₦ 5,900,000",₦ 5.36 M ~ 5.6 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/107148882_NjIwLTQ2NS04NDdlNzZlMTU4.webp,https://pictures-nigeria.jijistatic.com/107148882_MTExLTgzLTg0N2U3NmUxNTg.webp | https://pictures-nigeria.jijistatic.com/107148867_MTExLTgzLTYwOGE5MDAyMDU.webp | https://pictures-nigeria.jijistatic.com/107148870_MTExLTgzLTI4NDAwMTFjZmI.webp | https://pictures-nigeria.jijistatic.com/107148873_MTExLTgzLWYzODYyNjlkYzA.webp | https://pictures-nigeria.jijistatic.com/107148879_MTExLTgzLWZmNGJhMmVkNWQ.webp,Automatic,,Delight Autos,https://jiji.ng/apapa/cars/toyota-camry-2010-red-XV7eZCUbRnBRscv34HvOxi3.html,"Original parts, No faults, Unpainted",Toyota,Camry,2010,XLE 4dr Sedan (2.5L 4cyl 6AM),Sedan,Front,2500           cc,4,169           hp,Red,5,No,,,,
Lexus RX 330 2006 White,"₦ 6,400,000",₦ 6.5 M ~ 6.68 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/117205845_NjIwLTI3OS0wNjkzOTZlZTcx.webp,https://pictures-nigeria.jijistatic.com/117205845_MTExLTUwLTA2OTM5NmVlNzE.webp | https://pictures-nigeria.jijistatic.com/117205851_MTExLTUwLWRiZTBkNDFlYmM.webp | https://pictures-nigeria.jijistatic.com/117205837_MTExLTUwLWUxZDQ4MTllZDg.webp | https://pictures-nigeria.jijistatic.com/117205820_MTExLTUwLWMzZGI3Mjk4YjE.webp | https://pictures-nigeria.jijistatic.com/117205852_MTExLTUwLTljMDRlNGY2OTc.webp,Automatic,,Bahcol motors,https://jiji.ng/isolo/cars/lexus-rx-330-2006-white-los1JLbcMi2Pwpb4LZvQ7zAR.html,"Original parts, No faults, Unpainted",Lexus,RX,2006,330,SUV,,3300           cc,6,226           hp,White,5,,,,,
Lexus RX 2005 Gray,"₦ 3,780,000,",₦ 4 M ~ 4.4 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117215934_NjIwLTgyNy03MzVhZWIxNjlm.webp,https://pictures-nigeria.jijistatic.com/117215934_MTExLTE0OC03MzVhZWIxNjlm.webp | https://pictures-nigeria.jijistatic.com/117215924_MTExLTE0OC04MDNjYTQ0Y2Vi.webp | https://pictures-nigeria.jijistatic.com/117215923_MTExLTE0OC04MDNjYTQ0Y2Vi.webp | https://pictures-nigeria.jijistatic.com/117215925_MTExLTE0OC04MTI1NWRjYzQ3.webp | https://pictures-nigeria.jijistatic.com/117215927_MTExLTE0OC1lMmNiMWU3ZDE1.webp,Automatic,,Auto world business solution ltd,https://jiji.ng/surulere/cars/lexus-rx-2005-gray-pl1mfSVsGT8aSQaq89S0WFRH.html,"First owner, First registration, No faults",Lexus,RX,2005,,,,,,,Gray,,Yes,,,,
